Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
City of Lubbock Water Utilities,These ads ran without a disclaimer,≤100,1
Danny Davis,Orvis,≤100,1
Suzanne Downing,Must Read Alaska LLC,≤100,2
Pines International,Pines International,≤100,2
Live Rite Structured Recovery Corp.,These ads ran without a disclaimer,≤100,1
Illinois Citizens for Ethics - Political Action Committee,Illinois Citizens for Ethics PAC | ICE-PAC,≤100,1
Matt Denn,Matt Denn,≤100,1
The Malcom and VanDella Show,These ads ran without a disclaimer,≤100,1
Gulf Coast Water Authority - GCWA,Gulf Coast Water Authority,≤100,2
Livermore Recycles,Livermore Recycles,≤100,1
Bill Smith Pittsford Town Supervisor,Smith for Pittsford,≤100,1
That Life Shop,That Life Shop,≤100,1
AFSCME Council 31,AFSCME Council 31,≤100,1
Space Center Houston,Space Center Houston,≤100,2
United for a Cause Foundation,DANA CAPO,≤100,3
InSitu Biologics. Inc,These ads ran without a disclaimer,≤100,1
Cliff Langley,Cliff Langley,≤100,2
Buffalo Iron Works,Buffalo Iron Works,≤100,2
"Crosley Law Firm, P.C.",Crosley Law Firm,≤100,1
Laura Sibilia for VT,Laura Sibilia for VT,≤100,1
Sackett & Associates Insurance Services,Sackett Insurance Services,≤100,1
Raise Up Missouri,Raise Up Missouri,≤100,1
Innovation Ohio,Innovation Ohio,≤100,4
"AAAC Wildlife Removal of Collin County, TX",These ads ran without a disclaimer,≤100,1
Jim Moustis Will County Board Speaker,Friends of County Board Chariman Jim Moustis,≤100,1
Educación Popular,Educación Popular,≤100,1
FOUR PAWS USA,FOUR PAWS International,≤100,1
United Sovereignty Alliance.org,These ads ran without a disclaimer,≤100,1
Human EQ ”No Race Petition”,Rich Coffin,≤100,6
Orange County Clerk of Courts,"Office of Tiffany Moore Russell, Orange County Clerk of Courts",≤100,2
Good Beats Evil,Good Beats Evil,≤100,1
Christian Solidarity International - USA,Christian Solidarity International - USA,≤100,1
Golden Gate National Parks Conservancy,These ads ran without a disclaimer,≤100,4
The Tilted Glass,The Tilted Glass,≤100,2
City of Providence,City of Providence,≤100,1
Children's Institute,Children's Institute,≤100,2
Acadia Federal Credit Union,These ads ran without a disclaimer,≤100,1
Marathon Strategies LLC,Marathon Strategies,≤100,1
The Sentinel,The Sentinel,≤100,3
Housing Solutions of Northern Arizona,"Housing Solutions of N. Arizona, Inc.",≤100,3
The #Wild4Whitmer Unofficial Street Team 2018,The #Wild4Whitmer Unofficial Street Team,≤100,1
Nexamp,These ads ran without a disclaimer,≤100,4
Puyallup Tribe of Indians,Puyallup Tribe of Indians,≤100,1
Beyond Toxics,Beyond Toxics,≤100,1
Jackson County Georgia Government,Jackson County Gov.,≤100,1
Medicare Phoenix,Medicare Phoenix,≤100,1
AARP Nueva Jersey,AARP New Jersey,≤100,1
Fonkoze,Fonkoze USA,≤100,4
Zahada Aïsha,These ads ran without a disclaimer,≤100,1
Farmworker Justice,Farmworker Justice,≤100,1
Share YOUR Heart,These ads ran without a disclaimer,≤100,1
Friends of the Black River Forest,Friends of the Black River Forest,≤100,2
J.Rod's Vending Service,These ads ran without a disclaimer,≤100,1
Seguros de Salud,Carolina Hurtado,≤100,1
Fair Districts PA Adams County,Fair Districts PA,≤100,2
Xcel Energy Colorado,Xcel Energy,≤100,1
Great Transition Initiative,the Great Transitiion Initiative,≤100,2
Uprise RI,"Steve Ahlquist, writer/editor of UpriseRI",≤100,2
Colorado Hispanic Republicans,Colorado Hispanic Republicans,≤100,2
Soi Dog Designs,These ads ran without a disclaimer,≤100,1
Philip Falcone for Riverside City Council - Ward 1,Philip Falcone for Riverside City Council FPPC# 1402303,≤100,2
Nato Green,Comedian Nato Green,≤100,2
Small Change,"NSSC Holdings, LLC",≤100,1
Pax Americana,John Mueller,≤100,3
Vote Beto 2020,beto2020 Online Store,≤100,1
Fair Districts PA - Clarion and Forest,Fair Districts PA,≤100,2
New Generation for Palestine,New Generation for Palestine,≤100,2
Save Folly Beach,Save Folly Beach,≤100,1
United Way of Snohomish County,United Way of Snohomish County,≤100,1
Allentown Vision 2030,Allentown Vision 2030,≤100,2
No More Freeways PDX,No More Freeways PDX,≤100,3
The Past American Century,"Timingwallstreet, Inc.",≤100,1
Graham County Democratic Party,the Graham County Democratic Party,≤100,1
The Nature Conservancy - Pennsylvania Chapter,The Nature Conservancy,≤100,2
Fair Districts PA - Allegheny County,Fair Districts PA,≤100,1
Robinson Toyota,Robinson Toyota,≤100,1
MoneyLion,These ads ran without a disclaimer,≤100,1
CBD! - Historic Downtown Miami,Terrell N. Fritz,≤100,1
City of Malibu - Government,City of Malibu,≤100,4
Sustainable Conservation,Sustainable Conservation,≤100,2
"Kantrowitz, Goldhamer & Graifman, P.C.","Kantrowitz, Goldhamer, & Graifman",≤100,1
CAARE,Citizens for Alternatives to Animal Research and Experimentation,≤100,2
Krushall.com,These ads ran without a disclaimer,≤100,2
Jewish Community Center of San Francisco,Jewish Community Center of San Francisco,≤100,2
Chobee Supply Co,These ads ran without a disclaimer,≤100,1
Health Care for All Oregon,Health Care for All Oregon,≤100,2
St. Patrick Center,St. Patrick Center,≤100,1
Milstein Law Group,These ads ran without a disclaimer,≤100,1
Payback INK,"FW Adams, Payback INK",≤100,1
Personal Symmetrics,Personal Symmetrics,≤100,1
Carolina Cannabis News,Carolina Cannabis News,≤100,4
CASA of East Tennessee,CASA of East Tennessee,≤100,1
Walter Signorelli,These ads ran without a disclaimer,≤100,1
Ilegal Mezcal,Ilegal Mezcal,≤100,2
Claire Celsi - Senator-Elect Iowa Senate District 21,Paid for by Claire Celsi for Iowa Committee,≤100,1
BLOOM Magazine,Bloom Magazine,≤100,2
Brazos Press,Brazos Press,≤100,1
Councilwoman Dana Gutwein,Dana Gutwein,≤100,1
DRC Solutions,DRC Solutions to End Homelessness,≤100,1
City Mission,City Mission,≤100,4
Northern Forest Canoe Trail,These ads ran without a disclaimer,≤100,2
Legal Insurrection,Legal Insurrection Website,≤100,1
Meridian Health Services,Meridian Health Services,≤100,1
E-City Beat,"E-City Beat, 3 Anaconda Hills Drive Black Eagle, MT",≤100,1
Ozark Off-Road Cyclists,Ozark Off Road Cyclists,≤100,2
E & E Equipment,These ads ran without a disclaimer,≤100,1
No Mine On 82,No Mine on 82,≤100,1
Kindred Media and Community,"Kindred World, a nonprofit promoting peaceful and sustainable living since 1996.",≤100,1
Culture of Protest,Dick Flacks,≤100,1
Kimberly-Carr Home Designs,Kimberly-Carr Home Designs,≤100,1
The Dean Obeidallah Show,Dean Obeidallah,≤100,7
"Something has to change, and NOW",Chris Grisolia,≤100,2
Anytime Fitness of Excelsior,These ads ran without a disclaimer,≤100,2
The American Journal of Managed Care,The American Journal of Managed Care,≤100,1
Freya's Farms,These ads ran without a disclaimer,≤100,1
Riverside County Young Democrats,Riverside County Young Democrats,≤100,1
Graig Meyer,Committee to Elect Graig Meyer,≤100,2
"Gianna Willard Flanery For KIC Tribal Council, 2019",Gianna Willard Flanery,≤100,1
Senator Janelle K. Sarauw,Janelle K. Sarauw,≤100,3
Life Network,Life Network,≤100,1
Semper Fi Fund,These ads ran without a disclaimer,≤100,1
"Forgotten Children, Inc.","Forgotten Children, Inc.",≤100,3
Calithea Skincare,Calithea Enterprises LLC,≤100,1
Chicago Academy for the Arts,These ads ran without a disclaimer,≤100,1
Kings and Crusaders Series by Joshua Dotson,These ads ran without a disclaimer,≤100,1
Justice for Janitors,Service Employees International Union,≤100,1
The Bridge Academy Charter School,The Bridge Academy Charter School,≤100,1
Shiloh Israel Children's Fund,Shiloh Israel Children's Fund,≤100,1
Beth Llewellyn McLaughlin,Beth Llewellyn McLaughlin For Texas House 97 Campaign,≤100,1
Senator Shannon Grove,Senator Shannon Grove,≤100,2
Pretty Purple Kitchen,These ads ran without a disclaimer,≤100,2
Forever45,Forever45,≤100,3
The Genetic Literacy Project,Genetic Literacy Project,≤100,1
Peaks to People Water Fund,Peaks to People Water Fund,≤100,4
Newsmakers with Jerry Roberts,Newsmakers with Jerry Roberts,≤100,2
Oklahoma Sierra Club,Oklahoma Sierra Club,≤100,1
Re-Elect George Cardenas,Friends of George Cardenas,≤100,1
Citizens Alliance of Pennsylvania,Citizens Alliance of Pennsylvania,≤100,1
David White for Mayor of New Albany,"the committee to elect David White for Mayor of New Albany. Elizabeth White, Treasurer.",≤100,3
Spirits Food & Friends,These ads ran without a disclaimer,≤100,1
Yessenia Carreon for 10th Ward Alderman,Yess For 10,≤100,4
Colorado Chamber of Commerce,"the Colorado Chamber of Commerce, a registered trade name of the Colorado Association of Commerce and Industry",≤100,1
Cranes Tax Preparation,Ronald Ray for Cranes Tax Promotion,≤100,2
Bryan About Town,Bryan Starrette,≤100,3
Lisa Calderón for Denver Mayor,Lisa Calderon for Denver Mayor,≤100,1
Friends of Pregnancy Center East,supporters of Pregnancy Center East,≤100,3
Political Sanity with Dave Langlinais,Dave Langlinais 2018 Campaign,≤100,2
"Drinking Liberally Glendale, WI - North Shore",Drinking Liberally Glendale,≤100,1
Santa Barbara Alliance for Community Transformation,the SB Alliance for Community Transformation,≤100,1
Bright Horizons Foundation for Children,Bright Horizons Foundation for Children,≤100,1
TFP Student Action,TFP Student Action,≤100,3
Partners Worldwide,These ads ran without a disclaimer,≤100,2
"Bluebeam, Inc.",These ads ran without a disclaimer,≤100,1
SSVEC,"Sulphur Springs Valley Electric Cooperative, Inc.",≤100,1
Kelly Hancock,Texans for Kelly Hancock,≤100,2
Ryan Ray for Texas House District 96,The Ryan Ray Campaign,≤100,1
soulciti,"griotmedia, LLC",≤100,1
Amos House,Amos House,≤100,1
Chris Jensen for Noblesville,Jensen for Noblesville Committee,≤100,1
Texas Alliance for Life,Texas Alliance for Life PAC,≤100,1
Pelham Examiner,Pelham Examiner newspaper,≤100,1
Athlete Ally,Athlete Ally,≤100,1
Minneapolis Public Housing Authority,the Minneapolis Public Housing Authority,≤100,1
World Famous BHS Ink in Va Beach,These ads ran without a disclaimer,≤100,1
The Fight For Justice - Time For A Change,These ads ran without a disclaimer,≤100,1
The Obsession of Carter Andrews,Orvis,≤100,1
"Shama, Inc.  Festival of India - Stevens Point",These ads ran without a disclaimer,≤100,1
Kevin Chambers,Kevin Scott Chambers,≤100,3
Berkeley Heights Republicans,Berkeley Heights Republicans,≤100,2
A Novice Journalist,The Novice Journalist,≤100,1
Marijuana Victims Alliance,Marijuana Victims Alliance,≤100,1
Christian Churches United of the Tri-County Area,Christian Churches United of the Tri-County Area,≤100,2
Apis Inc.,"Apis, Inc",≤100,1
Chris Baecker,Chris Baecker,≤100,2
Benjamin Polony,No Baloney for Polony,≤100,1
Armin Mizani for Keller,Armin Mizani,≤100,2
Alabama Policy Institute,The Alabama Policy Institute,≤100,3
K9s United,Debbie Johnson,≤100,2
Salt Lake County Republican Party,Salt Lake County GOP,≤100,2
SumOfUs,SumOfUs,≤100,1
JoBeth for Ward 6,Friends of JoBeth Hamon 2019,≤100,3
Rep. Dan Frankel,PA House Democratic Caucus,≤100,1
Sexual Assault Survivors United-SASU,These ads ran without a disclaimer,≤100,2
No Kill New York - Rescue & Revolution,These ads ran without a disclaimer,≤100,1
WoMen For All,Women's March For All,≤100,2
American Library Association,the American Library Association,≤100,2
Airbnb Watch Hawai'i,By Airbnb Watch Hawaii,≤100,15
YCP Columbus,YCP Columbus,≤100,1
Willes Lee NRA Board of Directors,Willes Lee,≤100,6
Rooted Daily with Brandon Lavy,Brandon Lavy,≤100,6
Gwinnett Magazine,Gwinett Magazine,≤100,1
Truth Initiative,Truth Initiative,≤100,1
The Idaho Foodbank,These ads ran without a disclaimer,≤100,4
Pollock Theater,These ads ran without a disclaimer,≤100,1
Florida Supreme Court,These ads ran without a disclaimer,≤100,1
University of Idaho College of Art and Architecture,These ads ran without a disclaimer,≤100,1
YWCA Central Massachusetts,YWCA Central Massachusetts,≤100,1
State Representative Steve Stafstrom,Steve Stafstrom- no public funds used.  Approved by Steve Stafstrom,≤100,1
The Molina Law Group PLLC,The Molina Law Group,≤100,1
Mark Wright,Mark Wright,≤100,2
Alliant Energy,Alliant Energy,≤100,1
Break.thru,Break.thru,≤100,2
"Ciyou & Dixon, P.C. Attorneys at Law","Ciyou & DIxon, P.C.",≤100,2
Wisconsin Representative Kevin Petersen,the office of Wisconsin State Rep. Kevin Petersen,≤100,2
Grab them by the ballot,These ads ran without a disclaimer,≤100,2
Ask Taxpayers,"Taxpayers for Logical Government, John Curry, Manager",≤100,2
Anybody seen my slippers ?,Anybody Seen My Slippers ?,≤100,1
Environmental Integrity Project,The Environmental Integrity Project,≤100,1
Duke TIP,These ads ran without a disclaimer,≤100,1
Ashford Republican Town Committee,"Ashford Republican Town Committee, Richard Williams Treasurer",≤100,1
David Earl Williams III,David Earl Williams III,≤100,6
Live Green Real Estate Inc,Live Green Real Estate,≤100,1
The Baltimore Post,"The Baltimore Post, LLC",≤100,6
Glen Casada,Committee To Elect Glen Casada,≤100,1
Oregon Food Bank,Oregon Food Bank,≤100,3
Home Again St. Johns,Home Again St Johns,≤100,4
"Loisann's Hope House in Fredericksburg, VA",These ads ran without a disclaimer,≤100,1
Earth Supply Company,"Earth Supply Company, LLC",≤100,1
Keith Furman,Friends of Keith Furman,≤100,1
Philip Teresi,"Philip Teresi, Fresno CA",≤100,1
Brandon Arrington,"Brandon Arrington, Democrat, Osceola County Commission District 3",≤100,2
AARP MN,AARP Minnesota,≤100,1
"Calabrese Budner, LLP",These ads ran without a disclaimer,≤100,1
Advocate My Meds,Advocate My Meds,≤100,1
Richmond IWW,the Richmond IWW,≤100,2
"Wyse Law Firm, P.C.",Stephen Wyse,≤100,2
Jim Malone for Carpentersville Trustee,Friends of Jim Malone,≤100,1
Stop Over-Development in West Hollywood,These ads ran without a disclaimer,≤100,1
Classical Liberalism,These ads ran without a disclaimer,≤100,1
Freedom Shirts USA,FREEDOM SHIRTS USA,≤100,1
DC Statesman,DC Statesman,≤100,9
The King's Necktie,The King's Necktie,≤100,1
Pro-Life Utah,Pro-Life Utah,≤100,1
Dan Cronin,Citizens for Dan Cronin,≤100,1
Christians In Public Service,Christians in Public Service,≤100,1
Walnut Creek CALM,Walnut Creek CALM,≤100,2
Religious Freedom Coalition,Religious Freedom Coalition,≤100,2
Mat Stein,Matthew Stein,≤100,3
M Teri Larbi,These ads ran without a disclaimer,≤100,1
Green Country Democratic Socialists,Xavier Doolittle,≤100,1
Pickup Please,These ads ran without a disclaimer,≤100,12
"New Albany, Ohio Government",City of New Albany,≤100,1
Towers For Schools,John Towers,≤100,1
Strong Kidz Books,These ads ran without a disclaimer,≤100,1
(Official) South Carolina Libertarian Party,Victor Kocher,≤100,1
Huntington Beach Hyundai,Huntington Beach Hyundai,≤100,1
Humble Apparel Co.,Humble LLC,≤100,1
Ross Initiative in Sports for Equality,Ross Initiative in Sports for Equality (RISE),≤100,2
Publish Brand,These ads ran without a disclaimer,≤100,1
The Young Jurks,The Young Jurks,≤100,2
Maine Veterans' Homes,These ads ran without a disclaimer,≤100,1
Kind to Kids Foundation,Kind to Kids Foundation,≤100,2
Judge Joseph "Tad" Halbach,These ads ran without a disclaimer,≤100,2
In Kind,In Kind,≤100,2
First Liberty,These ads ran without a disclaimer,≤100,13
Askov Finlayson,Askov Finlayson,≤100,5
The Bull Elephant,The Bull Elephant,≤100,2
Buffalo River Watershed Alliance,Buffalo River Watershed Alliance,≤100,7
Eloy Council Member George Reuter,George Reuter Eloy City Council,≤100,1
"Mayor George Flaggs, Jr.",the City of Vicksburg,≤100,6
Offbeat Quizzes,These ads ran without a disclaimer,≤100,1
ABLE National Resource Center,ABLE National Resource Center,≤100,1
Lee County (NC) Democratic Party,The Lee County Democratic Party,≤100,1
Foothill Conservancy,Foothill Conservancy,≤100,1
Amanda Yu Dieterich,Amanda for 35,≤100,1
The Denice Gary Show,Denice Gary-Pandol,≤100,6
Orphan Relief and Rescue,Orphan Relief Rescue,≤100,5
National Vaccine Information Center,National Vaccine Information Center,≤100,2
New Faces of Democracy,New Faces of Democracy,≤100,1
Chris Godxilla Taylor,Chris "Godxilla" Taylor,≤100,1
Mayor Robert J. Lovero,the Democratic Citizens of Berwyn,≤100,2
Jose Luis Torrez for 14th Ward Alderman,Jose for Change,≤100,1
Combined Federal Campaign - Greater New York CFC,the Greater New York CFC,≤100,3
Kandit News Group,"Kandit, Inc.",≤100,3
Melanie Bernhardt,"the committee to elect Melanie Bernhardt for Colorado State Senate, District 10",≤100,2
Meghan E. Gilson,These ads ran without a disclaimer,≤100,1
The Rebel Riders Charities Inc.,The Rebel Riders Charities Inc. A 501(c)3 Non-Profit Public Charity.,≤100,2
XAirForce,These ads ran without a disclaimer,≤100,3
Jeffrey Butt,These ads ran without a disclaimer,≤100,1
The Al & Tony Show,The Al & Tony Show,≤100,3
Children's Law Center of Washington,"Children's Law Center of Washington, PS",≤100,1
BPC Action,BPC Action,≤100,1
Warsaw community,warsaw community a grass roots citizen movement page,≤100,2
Village Creek Boat Ramp,Friends of Village Creek Boat Ramp,≤100,2
Edward B. Goehring,Edward B. Goehring,≤100,1
Goodfair,These ads ran without a disclaimer,≤100,1
City Council President Orlando Ramos,The Committee to Elect Orlando Ramos,≤100,2
Hidalgo County Democratic Party,Hidalgo County Democratic Party,≤100,1
Squabble,These ads ran without a disclaimer,≤100,1
Roswell Today,The people of Chaves county,≤100,1
Crooked Hillary,James Royster Jr,≤100,1
Dan Barrios for Richardson,Dan Barrios Campaign,≤100,1
Seguros de Salud Central Florida,Dalbetsy Zullymasr Alvarez Cortez,≤100,1
Livingston County Progressives,Livingston County Progressives,≤100,1
Free To Choose Network,Free To Choose Network,≤100,3
New Friends New Life,New Friends New Life,≤100,1
Animal Legal Defense Fund,Animal Legal Defense Fund,≤100,1
Students United,These ads ran without a disclaimer,≤100,1
Eternal Threads,Eternal Threads,≤100,1
Alliance for Community Services,"Alliance for Community Services, a non-profit, non-partisan community-labor coalition.",≤100,2
Garrett Hade,Garrett Hade,≤100,3
Iowa Soybean Association,the Iowa Soybean Association,≤100,4
LGBTQ Victory Fund,LGBTQ Victory Fund,≤100,1
Ron Molinaro for Mayor of Zion Illinois,Friends of Ron Molinaro,≤100,2
Solar 100x35,These ads ran without a disclaimer,≤100,1
Rouges Magazine,Widgery Omnimedia,≤100,3
Proud American Hunter,Proud American Hunter,≤100,3
RALI New Mexico,Rx Abuse Leadership Initiative,≤100,1
Giovanni Valderas For Oak Cliff,Giovanni Valderas for Oak Cliff,≤100,1
Recall Aaron Persky,the Committee to Recall Judge Persky,≤100,1
Connecting Vets,These ads ran without a disclaimer,≤100,1
La Isla Magazine,La Isla Magazine,≤100,2
"Brentwood, California Chamber of Commerce",The Brentwood Chamber of Commerce,≤100,1
City of East Moline,City of East Moline,≤100,1
AVA - American Voter App,"AVA/AmericanVoterApp, a nonpartisan organization to inform, engage and empower the American Voter in the political process.",≤100,1
Coalition for a Sustainable Delta,Coalition for a Sustainable Delta,≤100,1
John Thune,Friends of John Thune,≤100,1
"Russell Hull Justice of the Peace District #10, Yell County",Committee to Elect Russell Hull Justice of the Peace District #10,≤100,1
Conservative Climate,Conservative Climate,≤100,1
Advanced Tax Advisors,These ads ran without a disclaimer,≤100,7
Compassionate St. Augustine,Compassionate St. Augustine,≤100,3
Fisher for Nevada,Friends For Jared Fisher,≤100,1
Save America Now,These ads ran without a disclaimer,≤100,1
Fred Patton for Kansas,"Kansans for Fred Patton, Mike Lesser, Treasurer.",≤100,1
Brian Malarkey,These ads ran without a disclaimer,≤100,1
"Treasure Coast Community Health, Inc. (TCCH)","Treasure Coast Community Health, Inc.",≤100,1
"Reid Falconer, Louisiana State Representative",Reid Falconer,≤100,3
Great Lakes Bay Regional Alliance,These ads ran without a disclaimer,≤100,1
Larry R Shockey,Larry R Shockey. Views expressed are those of the author only. Copyright 2018.,≤100,2
Yamilet González - Representante Distrito 21,Yamilet Gonzalez Alicea,≤100,3
Tampa Bay Young Republicans,TBYR,≤100,2
HandUp,South Oakland Shelter (SOS),≤100,2
"NYU Steinhardt School of Culture, Education, and Human Development",These ads ran without a disclaimer,≤100,2
Midwest Grain,AgFax Media LLC,≤100,3
Jessica Haire for County Council District 7,"Authority: Friends of Jessica Haire, Kelly Rosenthal, Treasurer",≤100,1
USArmy.com,These ads ran without a disclaimer,≤100,2
DC Republican Party,The DC Republican Party,≤100,1
The City Congregation for Humanistic Judaism,The City Congregation for Humanistic Judaism,≤100,1
Reuben D'Silva for U.S. Congress,Reuben D'Silva,≤100,2
Avid Ratings,Avid Ratings,≤100,3
Food on Foot,Food on Foot,≤100,12
Home Energy Guide,These ads ran without a disclaimer,≤100,21
Justin Williams for Madison City Council District 15,Justin Williams for District 15,≤100,1
peacebuttons,PEACEbuttons,≤100,7
Bethany Christian Services,Bethany Christian Services,≤100,2
"Still Serving Apparel, LLC",These ads ran without a disclaimer,≤100,1
The Louisiana Record,The Record,≤100,2
Conservative Consulates,Conservative Consulates,≤100,2
U.S. LawShield,These ads ran without a disclaimer,≤100,1
City of Broken Arrow - Municipality,City of Broken Arrow,≤100,1
PrairieWeb Internet Marketing,PrairieWeb Internet Marketing,≤100,1
Mayor Rich Tran,Re-Elect Mayor Rich Tran 2018 FPPC #1400416,≤100,1
The Law Offices of Shane McClelland,Law Offices of Shane McClelland,≤100,2
American Heart Association - Wisconsin,American Heart Association,≤100,2
Father John Misty,These ads ran without a disclaimer,≤100,2
Defend VH,"Defend Villa Hills PAC, 50 E. Rivercenter Blvd. Suite 220, Covington, KY 41011",≤100,1
New River Inn and Cabins,New River Inn and Cabins,≤100,1
Death To Tyrants,Death To Tyrants,≤100,1
Liberty Junkies,Liberty Junkies,≤100,1
Crepúsculo Sereno,These ads ran without a disclaimer,≤100,1
Regional Transit Authority of Southeast Michigan,Regional Transit Authority of Southeast Michigan,≤100,14
Shotwell Publishing,"Shotwell Publishing, LLC",≤100,1
Friends of Lackawanna,Friends of Lackwanna,≤100,2
Tomcik Pottery,These ads ran without a disclaimer,≤100,1
CASA of Travis County,CASA of Travis County,≤100,1
NativeRogue,NativeRogueMedia,≤100,2
Indiana Environmental Reporter,Indiana University Media School,≤100,2
Jason Antonelli for Redmond,Jason Antonelli for Redmond,≤100,1
Kim and Park Law llc,"Kim and Park Law, LLC",≤100,2
The Comedy Post,These ads ran without a disclaimer,≤100,1
"Austin, Texas - Your City Government",City of Austin,≤100,1
Admiration Lodge,Admiration Lodge No. 25,≤100,1
Phyllis Campano for WEA VP,These ads ran without a disclaimer,≤100,1
Mentors International,Mentors International,≤100,2
Parker Griffith,"Parker Griffith 101 Lowe Ave. Suite 3A Huntsville, Al. 35801",≤100,1
Alcohol Justice,Alcohol Justice,≤100,1
State Representative Shawn Thierry,State Representative Shawn Thierry,≤100,1
Coastal Carolina ACTion,Yale Schiffman,≤100,2
Rich Haggerty for State Representative,"The Haggerty Committee, 32 Leonard St., Woburn, MA 01801",≤100,1
Clearing out the Clutter,Clearing out the Clutter.  The views expressed are those of the author only.,≤100,6
Flourish PAC,FlourishPAC,≤100,4
Long Island Wins,The New York Immigration Coalition,≤100,3
S2A Modular,These ads ran without a disclaimer,≤100,1
The Sterling Corporation,The Sterling Corporation,≤100,2
Lisa Smiley,Lisa Smiley,≤100,1
Senator Jason Lewis,The Committee to Elect Jason Lewis,≤100,1
Kenny Raymond Elite Miami Property,Kenny Raymond Elite Miami Property,≤100,1
River City TV,River City TV,≤100,3
Commissioner Chris Hanks,Christopher Hanks,≤100,3
PUP Bags,These ads ran without a disclaimer,≤100,1
McDonough County Health Department,These ads ran without a disclaimer,≤100,1
How Democracy Crashed,How Democracies Crash,≤100,1
Eco Flight,EcoFlight,≤100,1
Xtinctio,Xtinctio,≤100,1
Tina Cannon-Morgan County Council,Tina Cannon,≤100,1
Wilderness Workshop,Wilderness Workshop,≤100,1
Jeremy Faison,Committee to Elect Jeremy Faison,≤100,1
Grand Strand Action Together,by Grand Strand Action Together,≤100,2
Founder of the Day,Founder of the Day,≤100,2
Pennsylvania Spotlight,Pennsylvania Spotlight,≤100,2
The Decline and Fall of America Starring Jim Greenfield,"Marathon Productions, LLC",≤100,2
"Christian Price, The Statesman","Christian Price, the Statesman",≤100,1
AFSCME Maryland,AFSCME Maryland,≤100,1
SCORE,"the State Collaborative on Reforming Education, a nonpartisan education advocacy nonprofit in Tennessee",≤100,1
Larry Mendte,Larry Mendte,≤100,1
Humanists of Minnesota,Humanists of Minnesota,≤100,2
Randi B,These ads ran without a disclaimer,≤100,1
Electgb,Citizens for Gautam Bhatia - for IPSD 204 School Board,≤100,1
Black Earth Institute,Michael McDermott,≤100,2
The Sophia Way,These ads ran without a disclaimer,≤100,1
Ryan P. Hanan For Mayor Of Fernley,VOTE YES FOR RYAN HANAN FERNLEY MAYOR,≤100,1
MARC Transportation,Mid-America Regional Council,≤100,1
Equal Rights For Whites,Equal Rights for Whites,≤100,1
National Academy of Social Insurance (NASI),The National Academy of Social Insurance,≤100,1
Pasco County Commission on Human Trafficking,Pasco County Board of County Commissioners,≤100,3
Julie Parrish for Oregon District 37,Friends of Julie Parrish,≤100,1
DAS Design,Das Design,≤100,1
California Native Plant Society - San Diego Chapter,California Native Plant Society-San Diego Chapter,≤100,1
Shah4Dunlap,Vaibhav Shah,≤100,2
Photos by Greg,These ads ran without a disclaimer,≤100,2
SF Bay Times,San Francisco Bay Times,≤100,2
Save the Lower Snake River Dams,Save the Lower Snake River Dams,≤100,3
Paul Thurman for City Council District 5,Paul Thurman for Corpus Christi District 5,≤100,3
Hitting the Trifecta,Hitting The Trifecta,≤100,5
Lens,The Lens,≤100,2
Liz Snyder for State House,Snyder for AK House,≤100,1
David Turner - Walton Verona Board of Education Member,David Turner,≤100,1
Northwest Accountability Project,The Northwest Accountability Project,≤100,2
Brooklyn Brill,These ads ran without a disclaimer,≤100,1
Clam and Clasp,Clam and Clasp,≤100,1
Drumpfo,CitizenFourMillion LLC,≤100,1
Colorado Pols,Colorado Pols,≤100,1
French & Pickering Creeks Conservation Trust,French & Pickering Creeks Conservation Trust,≤100,5
Bebatonrouge Media,beBATONROUGE Media,≤100,1
"The Holiday Light Store of Raleigh, NC - Year round Christmas light display",These ads ran without a disclaimer,≤100,1
Dandelion Cafe,These ads ran without a disclaimer,≤100,1
StoryTel Foundation,StoryTel Foundation,≤100,1
Lazar's Chocolate,marc,≤100,1
"Seneca Housing, Inc.","Seneca Housing, Inc.",≤100,3
Print More Spend Less,"Print More, Spend Less",≤100,1
Drew McKissick,Drew McKissick,≤100,6
Center for Popular Democracy,Center for Popular Democracy,≤100,1
George W. Bush Presidential Center,These ads ran without a disclaimer,≤100,1
Rene Garcia - Videographer,These ads ran without a disclaimer,≤100,2
Aaron Duba at Waterstone Mortgage NMLS #1525206,Aaron Duba at Waterstone Mortgage,≤100,1
Train Waco,Train Waco,≤100,1
Coastside Buzz,Coastside Buzz,≤100,3
The Bryan Show,Bryan Howard,≤100,2
"Putnam County, Ohio Republican Party",Putnam County Republican Party Central Committee,≤100,1
Harry J Houck,Harry J Houck,≤100,1
Chi Ching  Financial,Nakkeya Thompson,≤100,1
Asia Pacific Cultural Center,Asia Pacific Cultural Center,≤100,2
St. Louis Record,The Record,≤100,1
A Better Legacy,Sean Dolan Campaign,≤100,2
Carnegie Institution for Science,Carnegie Institution for Science,≤100,1
Planned Parenthood Advocates of Oregon,Planned Parenthood Advocates of Oregon,≤100,3
Patriot Depot,These ads ran without a disclaimer,≤100,6
Orvis,These ads ran without a disclaimer,≤100,1
Educator Home Loans,These ads ran without a disclaimer,≤100,1
Saddleback Church Aliso Viejo,These ads ran without a disclaimer,≤100,2
Truth In Morrisville Elections -TIME.,Dave Nay For Truth in Morrisville Elections  TIME. Not responsible for users comments.,≤100,1
Dontchaknow,Dontchaknow,≤100,3
