Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Fresno County Young Democrats,Fresno County Young Democrats,165,2
Fairfield Democrats,The Fairfield Democrats,165,5
Congress Majority,Congress Majority PAC. Not authorized by any candidate or candidate's committee.,165,4
Garrett Barnes for Craighead County JP District 10,Barnes for JP,165,18
Shayna Lathus for Huntington Beach City Council 2018,Committee to Elect Shayna Lathus Huntington Beach City Council 2018 ID#1401250,165,4
Andrea Clark for Judge,Committee to elect  Andrea Clark Judge,165,9
Honor Orange County Veterans,VALOR - Veterans Alliance of Orange County Issues Committee,165,2
Elect Jerry Whitney for Mayor,Jerry whitney,165,9
Jerred Taylor for State Representative,Friends of Jerred Taylor,165,2
Vermont Teddy Bear,These ads ran without a disclaimer,165,4
Bridget Ertelt for State Representative,Bridget Ertelt for ND House,165,6
David M. Singer Village of Palmetto Bay Florida Councilman,David Singer Palmetto Bay Council Seat 2,165,4
Jesus "Chuy" Dominguez,"Jesus ""Chuy"" Dominguez Campaign, Miguel A. Flores, Treasurer",165,4
Brad Aho for Eden Prairie Mayor,Brad Aho Volunteer Committee,165,5
End Trafficking & Prostitution,End Trafficking and Prostitution PAC,165,3
Erin Zwiener for Texas House,ERIN ZWIENER FOR TEXAS HOUSE,165,12
Clark County Democrats,The Clark County Democrats,164,5
DTE Energy,DTE Energy,164,3
United for Medical Research,United for Medical Research,164,1
Joe Aldrich For Shakopee School Board,Joe Aldrich for Shakopee School Board,164,2
Tony "Chubby" Brown for Macon County Sheriff,Antonio Brown for Sheriff,164,3
Peter Johnson,Peter Johnson for Fremont Co Supervisor,164,6
Voice Big,Voice Big,164,6
Amesbury Democrats,The Amesbury Democratic City Committee,164,3
Yes on 5 Yarmouth,Yes on 5 Yarmouth,164,2
Kansas Truth Caucus,"KANSAS TRUTH CAUCUS, INC.",164,4
123 Efficient Power,These ads ran without a disclaimer,164,14
Vote No on Janet Nguyen,Tom Umberg for Senate 2018 FPPC ID #1403029,164,19
Vicki Pyne for HD27,Vicki Pyne for HD27,164,1
Zahra Suratwala,Zahra Suratwala Committee,164,3
Nick Palmisciano,"Ranger Up, LLC.",164,1
Narumi4Change,Friends of Leonard Narumi for School Board 2018 ID #1408888,164,5
NancyBean4TX,NancyBean4TX,164,5
Brendan Crighton for State Senate,Committee To Elect Brendan Crighton,164,1
"Georgette Dumont for Jacksonville Beach City Council, Seat 5, District 2","Georgette Dumont for Jacksonville Beach City Council, Seat 5, District 2",164,9
KEEP JUDGE CLYMER,Clymer for Judge Committee,164,2
Wake Up Atlanta,"Wake Up, Atlanta",164,3
Olaina4SchoolBoard,Olaina Anderson for School Board 2018,164,7
Mark Story for State Senate District 23,"Committee to Elect Mark Story 1523 Co Rd 230 Selma, AL",164,3
Anne Gobi for State Senate,The Gobi Committee,164,13
Scott Manley for Assembly,Scott Manley for Assembly,164,3
Rick Padgett For NC Senate 22,Rickey Padgett for NC Senate 22,163,3
"Elect James Vanderbilt, Anaheim City Council",Vanderbilt Committee 2018 Council District 2,163,1
Tom Keyes for Governor's Council,Tom Keyes for Governor's Council,163,1
Angel Cadena,Angel Cadena for Congress,163,5
John Gabby for Dixon School Board,John Gabby for Dixon School Board,163,4
Attention Homes,"Attention, Inc.",163,6
Workers Center for Racial Justice,Center for Racial and Gender Equity,163,3
Vote Deiana/Fisher for DVUSD Governing Board 2018,Deiana for Deer Valley,163,1
"State Representative Tony Exum Sr., House District 17",The Committee to Elect Tony Exum,163,5
Cole Wist,Wist for Colorado,163,2
United Way of Snohomish County,United Way of Snohomish County,163,10
Vaughn for Justice Court,& Approved by the Candidate,163,4
Don Mayhew,"Donald B Mayhew FSR; Donald B Mayhew, Treasurer",163,3
Dan Champagne for State Senate,"Champagne for the 35th. Jordan Chamberlin, Treasurer. Approved by Dan Champagne.",163,3
Jason Elliott - SC State House Representative,Jason Elliott for State House,163,10
Oregonians for Safe Gun Storage,Oregonians For Safe Gun Storage,163,3
Senator Larry Stutts,"Stutts for Senate P.O. Box 1014 Tuscumbia, AL 35674",163,1
Defend Our Constitution,Defend Our Constitution,163,9
Jackson County Chamber of Commerce,Jackson County Chamber Political Action Committee,163,2
Southern Illinois Liberty Alliance,Southern Illinois Liberty Alliance,163,4
Shannon Latham,the Republican Party of Iowa. Approved by Latham for Iowa Senate.,163,1
Adam Shimoni for Flagstaff City Council,The Shimoni Campaign Committee,163,20
Salgado for School Board,"Salgado For School Board 2018, FPPC ID# 1399729",163,3
Sean Flowerday for County Commissioner,Neighbors for Sean Flowerday.,163,2
Allen Wu for Walnut City Council,Allen Wu Walnut City Council 2018 Campaign Committee,163,1
Mike Lee Baltimore County Council,Mike Lee for Baltimore County Council District 2,162,12
National Audubon Society,National Audubon Society,162,1
Ryan Bowden - Alamance County Board of Education 2018,The Committee to Elect Ryan Bowden,162,3
Dale Cook for Mississippi County Sheriff,Dale Cook for Sheriff Campaign,162,8
Robert Schnicker For County Board,Citizens for Robert Schnicker,162,4
Elect Michael "Mike" Sobel for Mayor of Pompano Beach,"Political advertisement paid for and approved by Michael “Mike” Sobel for Mayor of Pompano Beach, non-partisan election.",162,2
Benham for Mayor,Benham for Benton,162,3
Neil Young,These ads ran without a disclaimer,162,1
Olmsted County GOP,Olmsted County GOP,162,3
Nicole Grohoski for Maine House,the candidate,162,3
Arkansas Federation for Children Action Fund,Arkansas Federation for Children Action Fund. Not Authorized by any candidate or candidate’s committee.,162,34
Kenan Institute for Ethics,These ads ran without a disclaimer,162,1
PACE (People's Action for Clean Energy),People's Action for Clean Energy,162,1
The Rabbis' Intifada,The Rabbis Intifada - A film,162,5
Committee To Elect Deborah McDonald MS Court of Appeals Judge,the Committee to Elect Deborah McDonald,162,2
Kathy Wolfe Moore,"Kathy Wolfe Moore for State Representative, Patricia Gaunce, Treasurer",162,3
William Cogswell Jr.,Cogswell For House,162,11
Vote Vail,"Vote Vail 2018. Kathleen Jenkins, Treasurer. Approved by Kurt Vail.​",162,3
Jeff Berrong for State Senate,Berrong For State Senate 2018,162,4
Aziz Ahmad For Ohio,Aziz Ahmad for Ohio,161,5
Democratic GAIN,These ads ran without a disclaimer,161,1
BoltfortheHeart,Arron Stanton,161,1
Jason Mccraw for Mayor,Jason McCraw campaign fund,161,7
Texas Disposal Systems,Texas Disposal Systems,161,1
Jeff Backer for MN House,"Citizens for Jeff Backer Jr., 318 East Broadway, Browns Valley, MN 56219",161,4
Cutter for Colorado,Cutter For Colorado,161,6
Nebraskans Against Gun Violence,Nebraskans Against Gun Violence,161,1
Wesley Bolin,Wesley Bolin for City Council,161,9
SEIU Local 521,Service Employees International Union,161,44
Gino Filippi for Upland City Council,Gino Filippi for Upland City Council 2018 ID#1329509,161,2
Tom Lovell for Missouri Dist. 35,"Tom Lovell for House of Representatives, Julia E. Hampton, CPA, Treasurer",161,3
Rick Green,Rick Green,161,6
San Antonio Water System,These ads ran without a disclaimer,161,1
Balance US,American Beverage Association,161,1
Wawarsing Democratic Committee,Town of Wawarsing Democratic Committee,161,15
Lebanon County Democratic Party,Lebanon County Democratic Party,161,9
Elect Tanisha Harris,"Elect Tanisha Harris (D), PO Box 872514, Vancouver, WA 98687",161,4
Clackamas County Assessor Tami Little,Tami Little Clackamas County Assessor,161,2
Betsy Dirksen Londrigan,Betsy Dirksen Londrigan For Congress,161,4
Joe Norman for Delegate,Friends of Joe Norman,161,6
Lisa Baldelli-Hunt for Mayor - 2018 Campaign,Friends of Lisa Baldelli-Hunt,161,3
Joe McNamara for Judge,"Friends of Joe McNamara, John Bibish IV, Treasurer, 2818 Goddard Rd., Toledo, OH 43606",161,2
Councilman Joe Kolodziej,Kolodziej for Council,161,2
Shop Olympian,Shop Olympian,160,58
Respeta Mi Gente,Respeta Mi Gente,160,4
Dianne Martinez for City Council 2018,"Dianne Martinez for City Council 2018, FPPC: #1366707 & Scott Donahue for Emeryville City Council 2018, FPPC#:1366849",160,2
Joe Knight for Commissioner,"Joe Knight Campaign • 3124 Trace Way • Trussville, AL 35173",160,5
Civic Builders Inc.,Civic Builders,160,12
Joe Espinola For State Senate,the Committee to Elect Joe Espinola,160,6
Esther Lemus for Windsor Town Council 2018,Friends of Esther Lemus for Town Council (FPPC ID # 1406798),160,4
Watts for Congress,Watts for Congress,160,8
Dennis Foust for Commonwealth’s Attorney,"Dennis Foust for Commonwealth's Attorney, Roy Riley Treasurer",160,3
Agayindependent,AGayIndependent,160,5
Abortion Clinics Online,Abortion Clinics OnLine LLC,160,2
Dan Sapienza for Larimer County Clerk,Sapienza for Larimer County Clerk,160,4
Ketola for Carlton County Attorney,The Campaign to Elect Lauri Ketola,160,3
Glancy For Schools,Glancy for EUSD School Board 2018   FPPC# 1407082,160,3
Christopher Lawrence for School Board,Christopher Lawrence,160,3
Maricopa County Young Republicans,Maricopa County Young Republicans,160,5
Harry E. Freeman,"Friends of Harry Freeman. Sahan Kamara, Treasurer.",160,2
Judy Justice for School Board,Judy Justice for Board of Education,160,11
Thomas Hartwell for Kane County Judge,Tom Hartwell for Judge,160,1
Illinois Citizens for Ethics - Political Action Committee,Illinois Citizens for Ethics PAC | ICE-PAC,160,4
Joshua Rivard for State Representative - Michigan's 81st District,"The Joshua Rivard Election Committee l 8662 Stone Rd, Clay, MI",160,2
Israel365,These ads ran without a disclaimer,160,2
Cornacchione for Circuit Judge,"Committee to Elect Daniel Cornacchione, Pam Peeler, Treasurer",160,4
Southeastern Wind Coalition,Southeastern Wind Coalition,160,2
Michelle Quist 4 SLCo Council,The Michelle Quist for SLCo Council District 4 Committee.,160,3
Lori Underberger for Probate Judge,"Lori Underberger for Probate, Maggie Silverstein, Treasurer. Approved by Lori Underberger",160,3
Craig Amundson for Taylor County Sheriff,Amundson for Sheriff,159,2
American Cancer Society Cancer Action Network Nebraska - ACS CAN,the American Cancer Society Cancer Action Network.,159,1
Claudia Frometa for Downey City Council District 4,"Claudia Frometa Downey City Council District 4, 2018, Committee ID # 1406705",159,6
Feonix - Winnebago County,These ads ran without a disclaimer,159,1
WA 41st LD Democrats,the 41st Legislative District Democrats,159,1
Ottawa County Democratic Party - Michigan,Ottawa County Democratic Party,159,1
John M. Norwood,Norwood for Iowa,159,2
Julian Garrett - Senate District 13,the Republican Party of Iowa. Approved by Garrett for Statehouse Committee.,159,1
Jan Hammond - Lexington 5 School Board,Trustee Jan Hammond,159,2
Lori Braucks - Hastings At Large City Council Member,Lori Braucks for Hastings City Council,159,3
"Brad Tennison for Chancery Court Judge, District 1",the Committee to elect Brad Tennison Chancery Judge,159,2
William Lenny Athas City Commissioner,William Lenny Athas City Commissioner,159,4
Randy Ligon for State House,Randy Ligon for State House,159,7
Joshua C. Nordstrom for Worcester County Commissioner District 1,Friends of Josh Nordstrom. Treasurer: Teri Simpson Lojewski.,159,1
Go McPherson,Go McPherson,159,2
Webb County Judge Tano E. Tijerina,"Kimberly Tijerina, Treasurer",159,4
Smith4Mayor,Brandon Smith for Mayor,159,3
ELECT Doug Taylor Justice of the Peace JP5 in 2018,the Committee to Elect Doug Taylor JP5,159,3
Vote Matt Schulte,Vote Schulte,159,2
Republican Party of Marathon County,"Republican Party of Marathon County, Janet Herring, Treasurer",158,3
Mark Miller Subaru,These ads ran without a disclaimer,158,1
Cape Fear Indivisible,Cape Fear Indivisible,158,11
State Representative DJ Johnson,The Daviess County Republican Party,158,3
William Ty Nestor for WV House of Delegates,Committee to Elect Ty Nestor,158,3
Raising California Together,Paid for by Service Employees International Union.,158,6
Irresponsible Phil Moore,The Foundation for our Children's Future,158,2
Birdville ISD  - Official Site,Birdville ISD,158,5
Life Changing Videos,Kinder World,158,4
Asian Pacific Environmental Network (APEN),Oakland Rising,158,1
Andy Richardson for House District 69,Andy Richardson for HD 69 2018,158,11
Dr. Kelly G. Marsh Taitano for Senator,Committee to Elect Dr. Kelly G. Marsh Taitano,158,14
Annie Black for Mesquite City Council,Friends to Elect Annie Black,158,14
Barbara Cady,"Barbara Cady, Democrat, for Florida House District 42.",158,1
Elect Mona Das,Friends of Mona Das (Dem),158,1
Susan Humphries,"Susan Humphries for Kansas House, Bryan Hanning Treasurer",158,2
State Representative Justin Hill,"Hill for Missouri, Bill Dolan, Treasurer",158,1
Steglik & Pritchett For Mount Laurel Twp Council,Steglik & Pritchett for Mount Laurel,158,1
Askov Finlayson,Askov Finlayson,158,214
Stanley Wright for State House District 16,"Stanley Wright for State House ~ 959 Norman St. Anchorage, AK. 99504",158,4
Swing Left TX-32,"Chris Ferguson, concerned citizen",157,7
Ride the Blue Bus,North Central Regional Transit District,157,2
Tony Young for Vero Beach City Council 2018,Tony Young for City Council,157,3
Ryan Gatti for State Senator District 36,Ryan Gatti Campaign,157,1
CF Commission on Homelessness,Central Florida Commission on Homelessness,157,4
Jon Koznick for House,"Jon Koznick for House 18667 Irvine Way, Lakeville MN 55044",157,1
Eduardo Garcia for State Assembly,Eduardo Garcia for State Assembly,157,8
Daphne Jordan for NYS Senate,Daphne Jordan for State Senate,157,2
Sandbar Cold Spring Harbor,Lessing's Hospitality Group,157,3
Supervisor Candidate Lori Parlin,Lori Parlin for El Dorado County District 4 Supervisor 2018,157,6
Patriot-Outfitters.com,Larry Duffy,157,3
Stephanie Hansen for Senate,Friends of Hansen,157,3
Dave Ring,Citizens For Dave Ring,157,7
Bethleen McCall for House District 65,McCall for HD 65,157,5
Gae Magnafici for WI Assembly District 28,Gae Magnafici for Wisconsin,157,1
Suzanne Downing,Must Read Alaska LLC,157,6
Anthem Medicaid,"© 2005 - 2018 copyright of Anthem Insurance Companies, Inc. Serving Colorado, Connecticut, Georgia, Indiana, Kentucky, Maine, Missouri (excluding 30 counties in the Kansas City area), Nevada, New Hampshire, Ohio, Virginia (excluding the Northern Virginia suburbs of Washington, D.C.), and Wisconsin.",157,1
Flip the 49th Neighbors in Action,Flip the 49th Neighbors in Action and not authorized by any candidate or candidate’s committee.,157,2
Nicole Jones for Southwestern College Board Seat 4,Nicole Jones for Southwestern College Board- 2018 FPPC#1405047,157,9
NPL Construction Co.,"Centuri Construction Group, Inc.",157,5
Paula Nathan for Ventura County Board of Education Area 2,Paula Nathan 4 Kids 2018 ID #1405730,157,7
Asian Americans Against Trumpism,Asian Americans Against Trumpism PAC. Not authorized by any candidate or candidate’s committee.,157,10
Your Daily Pitch,Your Daily Pitch / Cox Media,157,8
Pat Riccards for WW-P Board of Education,Riccards4NJ,156,4
Treva Gear for Georgia House District 175,Committee to Elect Treva Gear,156,4
Clay Layton for Oklahoma HD9,Layton for Oklahoma,156,1
The Resistance Alliance,John Anthony Castro,156,1
Marc Woodard For Tigard Mayor,Citizens to Elect Marc Woodard,156,9
Chris Hagenow,Hagenow for Iowa House,156,4
Rob McNelis for Santee City Council,Rob McNelis for Santee City Council 2018,156,3
Rob Bridger for Ormond Beach Mayor,Rob Bridger Campaign for Mayor of Ormond Beach,156,14
Laura Parmer-Lohan for San Carlos,Laura Parmer-Lohan for San Carlos City Council · FPPC #1403049,156,5
San Antonio Police Officers Association,San Antonio Police Officers Association,156,2
Divide And Conquer: The Story Of Roger Ailes,These ads ran without a disclaimer,156,1
Carolyn Comitta for State Representative,Friends of Carolyn Comitta,156,4
David Wheeler of Orphans' Court Judge,friends of David Wheeler,156,6
Westbrook Democratic Committee,the Westbrook Democratic Committee,156,2
Phil Roe for Congress,Citizens to Elect Phil Roe to Congress,156,3
Jose Medrano for La Habra City Council,Medrano for City Council 2018 ID #1410609,156,20
Our kids. Our commitment.,Allegheny County Children's Fund Initiative,156,3
Bankershub,Bstuff LLC dba BankersHub,156,1
Justin Farnsworth - Dorchester District 2 School Board,Justin Farnsworth - Dorchester District 2 School Board,156,4
Dr. Ron Howland for Tolomato CDD Seat 5,Nocatee Forever,156,5
Drive for Five: Vote YES for Better Representation in East Buffalo Township,the Drive for Five Committee,156,10
Rosaelva Lomeli 4 Rio Hondo College Board,"Lomeli for Rio Hondo College Board 2018, FPPC# 1409393",156,4
"Heenan for Pennington County Commission, District 5",Heenan for County Commissioner,156,4
Chris Meier for 34th Assembly,"Chris Meier for 34th Assembly, Kate Rahimzadeh, Treasurer",156,1
Equal Justice Initiative,Equal Justice Initiative,156,3
Martha Yoder,Committee to Elect Martha Yoder,156,4
Jim Tibbs for Ada County Commissioner,"the Committee to Elect Jim Tibbs, Dan Loughrey, Treasurer",156,1
Cesar Zepeda for Richmond,Cesar Zepeda for Richmond City Council 2018,156,2
Western Pennsylvania Values,DCCC. (202) 863-1500 . Not authorized by any candidate or candidate’s committee.,156,1
Socastee - SC68 Cameron Ventura,SC68 Cameron Ventura,156,4
Pittsburgh Kindness Initiative,These ads ran without a disclaimer,156,1
AMA Patients’ Action Network,American Medical Association,156,3
Jeff Stenquist for Utah House of Representatives - District 51,Jeff Stenquist for Utah House District 51,155,9
This is Iowa,These ads ran without a disclaimer,155,1
Third Way,Third Way,155,6
"Woodruff, D'Aquila & Greco for Berkeley Heights","Woodruff, D'Aquila and Greco for Berkeley Heights",155,10
Karen Jackson For Probate Judge,"Karen H Jackson P.O. Box 681801 Prattville, AL 36068",155,4
Tannery For District Attorney,Committee to Elect Dick Tannery for DA,155,35
Sherry-Ann Francis for Senator At-Large,Friends of Sherry-Ann Francis,155,7
"Scott Whitehouse for Mayor of Prospect, KY",candidate,155,14
Sonoma County Parks for All,"Friends of Sonoma County Parks - Yes on Measure M, FPPC# 1387826",155,3
Larry Springer,"Friends of Larry Springer | 10536 NE 122nd St., Kirkland, WA  98034",155,2
Cheryl Hansen for Contra Costa County Superintendent of Schools,Cheryl Hansen for County Superintendent of Schools 2018,155,4
The Freaking Feminist,"Christine Gutierrez-Boswell, private citizen",155,3
Helen Anthony for City Council,Friends of Helen Anthony,155,1
Nick Sortal for Plantation City Council - Group 5,Nick Sortal for Plantation City Council,155,2
Monique Clement for Judge,the Committee to Elect Monique B. Clement,155,6
Olivia Karis-Nix for Schodack Town Justice,the Friends of Olivia Karis-Nix,155,3
Re-Elect Helena Miller for RH School Board Seat 2,By the Elect-Helena Miller Campaign,155,2
Bronson For Assembly,Friends of Harry Bronson,155,8
Water Watch Co.,These ads ran without a disclaimer,155,5
Upworthy,These ads ran without a disclaimer,155,6
Toni Hasenbeck Republican for State House,Toni Hasenbeck for State House 2018,155,23
Re-Elect Mayor Joe McComb,Joe McComb Campaign Committee,155,4
Groundswell Movement,Groundswell Movement,155,5
Iowa Conservative Union - ICU,Daniel W Kauffman Jr for the Iowa Conservative Union and not paid for or by and other Polictial Action Committe or Organization,155,4
Living Evergreen,Washington Environmental Council,154,17
"Stockbridge City Councilwoman Lakeisha Gantt, Mayor Pro Tem","LaKeisha Gantt, Citizen and Mayor Pro Tem of Stockbridge",154,9
Carrie Uva 4 City Council,The Committee to Elect Carrie Uva to Downey City Council,154,1
Ron Stephens,Friends of Ron Stephens,154,2
Shelton for Guam,the Committee to Elect Amanda Shelton,154,3
Sam Nation,The Sam Nation Radio Show,154,2
"Re-Elect Spencer for Portland City Council, District 2",Spencer for Council 2018.,154,5
Christina Espar for LaPorte County Prosecutor,the Committee to Elect Christina Espar Prosecutor,154,6
Elect Kari Powell,Kari Powell for PSC,154,3
Kap7 Family,These ads ran without a disclaimer,154,1
Tara Prupis Democrat for Millburn Township Committee,"the Committee to Elect Tara Prupis - 15 Cypress St. Millburn, NJ 07041",154,7
Elect Chris Gash for County Commissioner,Committee To Elect Chris Gash,154,6
Island Park Safe Wildlife Passage,Citizens For Safe Highways,154,4
Strafford County NH Democrats,The Strafford County Democratic Committee.,154,2
Paul Canepa,Paul Canepa for Stockton City Council,154,2
Best Care Tax & Insurance,Best Care Tax & Insurance,154,5
Patients Against Bradshaw,Patients Against Bradshaw Amendment Formally Known As Find The Cures Political Action Committee,154,3
SVO PAC,Paid for by the Silicon Valley Organization PAC. The advertisement was not authorized or paid for by a candidate for this office or a committee controlled by a candidate for this office.,154,1
Mike Revis,"Paid for by Citizens for Mike Revis, Steve Conley, Treasurer, Laura Conley, Deputy Treasurer",154,3
Register2Vote.org,Register2Vote,154,1
Kate Pastucha for County Board,Kate Pastucha for Peoria County Board,154,1
Vote For Five Rivers MetroParks,Five Rivers MetroParks Levy Committee,154,4
Jeff Jones for Congress,Vote Jeff Jones Committee,154,2
Truth in Annapolis,"Auth: Republican House Caucus Committee. James Appel, Treasurer.",153,1
Sue Rezin,Friends of Sue Rezin,153,1
Larry Hoff,Friends to Elect Larry Hoff,153,4
Robert Smullen for Assembly,Smullen for Assembly,153,10
Elijah Haahr,"Friends Of Elijah Haahr, Trevor Crist Treasurer.",153,7
Christian Democrats of America,Christian Democrats of America,153,10
Bob Freeman,"Friends of Bob Freeman, Stephen Zralek Treasurer",153,4
Ron Draayer for State Representative,Committee to Elect Ron Draayer,153,4
Hatfield For Commissioner,Hatfield for Commissioner,153,4
Andres Quintero,Andres Quintero for Alum Rock School Board 2018,153,3
Jed Leano for Claremont City Council,Jed Leano for Claremont City Council 2018 - Cmte ID 1404831,153,2
Karen Marshall Candidate for Justice of the Peace,Karen Marshall,153,9
Write In James Butler for Mayor Nov 6,Butler For Mayor,153,6
Mayor Andi Summerville Laramie City Council,Summerville for Laramie,153,3
American Heart Association - Florida,American Heart Association,153,7
Greg Reed,"Committee to Elect Greg Reed - 800 Hwy 78 E, Ste 200 #106, Jasper, AL 35501",153,1
Onviant,These ads ran without a disclaimer,153,7
Matt Maddock for Michigan State Representative,Friends of Matt Maddock 1150 S. Milford Road Milford MI 48381,153,3
Madison County Republicans,Madison County Republican Central Committee,153,1
Hawaii Republican Party,the Hawaiian Republican Party,153,6
New Hampshire Young Republicans,New Hampshire Young Republicans,153,1
"Thomas Gaume, Palm Bay, Seat 4","Committee to Elect Thomas Gaume, Palm Bay City Council Seat 4",153,6
Vote for Colleen Turk for State Rep,Vote for Colleen Turk,153,5
Troy for Idaho State Representative,Troy for Idaho,153,8
Realty by Chérie,These ads ran without a disclaimer,153,1
Roy McDonald for Judge,Roy McDonald for Judge,152,2
Cassidy For Jefferson County Assessor,Cassidy 4 JeffCo,152,4
Vote Yes for PARC,Vote Yes for PARC,152,5
Your NY 23rd,Your NY 23rd Political Action Committee. The content of this ad is not authorized by any candidate or candidate's committee.,152,3
Marianne Lynch for District Attorney -Penobscot and  Piscataquis Counties,the candidate.,152,2
Nevadans Together for Health Access,The Children's Advocacy Alliance,152,1
Religious Action Center of Reform Judaism,The Religious Action Center of Reform Judaism,152,4
Randy Bryce,Randy Bryce for Congress,152,8
Northeast Ohio Progressives,Medina County Progressives,152,4
Michele Meyer for Maine House,Michele for Maine,152,7
Juan Candelaria for State Representative,Juan Candelaria for State Representative,152,1
Steve Sandell,"The Steve Sandell for the Minnesota House Campaign Committee, 4639 Wild Canyon Trail, Woodbury, MN 55129",152,2
Emily Maria Digenis for Judge,"The Committee to Elect Emily Digenis for Judge, Hunter C. Sattich, Treasurer",152,3
Serena Schermoly for Mayor,"Committee to Elect Serena Schermoly for Mayor, Treasurer Shelly Trewolla",152,6
Kalispell Regional Healthcare,Kalispell Regional Medical Center Incidental Committee,152,4
Help Lynn Win,Help Lynn Win,152,3
Alliance of Nurses for Healthy Environments,the Alliance of Nurses for Healthy Environments,152,2
Community Alliance of Tenants Action Fund - CAT Action,Community Alliance of Tenants Action Fund,152,3
Eric Chaney for Boyd County Judge Executive,the Eric Chaney Campaign Fund,152,2
Cygnal,"Cygnal, LLC",152,5
"Elect Jim Silvernale for Broward County School Board, District 1",Jim Silvernale,151,6
Judy Pederson for Legislature,Judy Pederson for Legislature,151,6
Eric Garcetti,"Democratic Midterm Victory Fund, 777 S. Figueroa Street | Suite 4050 | Los Angeles Ca 90017. Not Authorized By Any Candidate Or Candidate's Committee.",151,2
Mitchell Bonga for Warren Woods Board of Education,"Citizens for Mitchell Bonga, 13752 Iowa, Warren, MI, 48088",151,5
Sue Larimer for Ohio State Board of Education/District 2,"Committee to Elect Larimer, Eric Benington, Treasurer",151,8
The Bastrop County Young Republicans,Bastrop County Young Republicans,151,8
Cynthia Brakeman 4 KHSD Board Trustee,Friends of Brakeman for KHSD Trustee ID#1407537,151,2
Laborers Political League of Delaware,"Laborers Political League of Delaware Political Action Committee, 308 Markus Court, Newark, DE 19713",151,1
Adam Degner for Garden Grove City Council - District 1,Adam Degner,151,2
Elect Graham Paterson,Graham Paterson for the Legislature,151,2
Carnegie Institution for Science,Carnegie Institution for Science,151,8
Minnesota Senate District 39 DFL,"Senate District 39, Minnesota DFL",151,12
Franklin Park Democratic Committee,Franklin Park Democratic Committee,151,6
Kansas News Service,Kansas News Service,151,5
Chrissy for Oregon,Chrissy for Oregon,151,9
Phil Mendiola-Long,Phillip Thomas Mendiola Long,151,9
Scott M. Powell for Vigo County School Board,The Committee to Elect Scott M. Powell,151,4
Kelli Kearney for District Judge,The Committee to Elect Kelli Kearney,151,5
The Foundation for Oklahoma City Public Schools,The Foundation for Oklahoma City Public Schools,151,2
Tae Phoenix,Tae Phoenix,151,4
Justin Rolph for City Council-District 3,Justin Rolph for City Council 2018,151,11
Eddie Boudreaux,Eddie Boudreaux,151,5
Citizens for Church Street,Citizens for Church Street,150,5
Captain Clay Higgins,Captain Higgins For Congress,150,1
Robert Dempster for NMB Mayor,Robert Dempster for Mayor,150,4
Institute for a Progressive Nevada,Institute for a Progressive Nevada,150,58
Rebuild Penn Station,These ads ran without a disclaimer,150,1
Re-Elect Scott Nassif 2018,Scott Nassif for Council #1246744,150,1
Supporters for a Forward Looking Louisiana -Jean Menard State Senate 26,supporters of Jean Menard for Senate 26,150,1
"Terri Reicher, Erik DeLine & Jen Polidori for Pompton Lakes Council in 2018",Pompton Lakes Campaign Fund 2018,150,3
Monongalia County Democrats,Monongalia County Democratic Executive Committee,150,2
Re-elect Dave Yaccarino,"Re-Elect Dave, Benjamin Gritz, Treasurer. Approved by Dave Yaccarino.​",150,3
Joe Powers for Cabell County Clerk,Joe Powers for Cabell County Clerk Committee,150,3
Vote Cara McClure for PSC Place 1,Committee to Elect Cara McClure,150,3
Summit County Democratic Party - Colorado,Summit County Democrats,150,4
Re-Elect Judge Morrissey,Campaign To Re-Elect Judge Morrissey,150,1
Jeannine Lee Lake for Indiana,Jeannine Lee Lake for Indiana,150,1
"Ken Lindsay, Harris Township Trustee","the Committee to Elect Kenneth Lindsay, Michele Lindsay Treasurer",150,1
Ron Estes,Estes for Congress,150,1
Ohio Unity Coalition,Ohio Unity Coalition,150,4
People to Elect DC Cronin,"People to Elect DC Cronin  P.O. Box 40375 Spokane, WA 99220",150,2
Caring4Denver,Caring 4 Denver,150,6
Joe Green Vista City Council,Joe Green For Mayor 2018 FPPC#1405321,150,2
Jewish Journal,The Jewish Journal/Tribe Media,150,2
Maria for Lake County,Friends of Maria Peterson,150,1
Church Leaders,ChurchLeaders,150,1
Jennifer Vannoy - State House Representative District 34,"Jennifer Vannoy for the People, Wanda Ogletree, Treasurer",150,1
Pacific Oaks College,Pacific Oaks College,150,2
Representative Heidi Sampson,Sampson for House,150,1
Maine Startups Insider,Maine Startups Insider,150,1
Jack Zika,Jack Zika for State Representative,150,2
Assemblyman Michael Montesano,New York Republican Assembly Campaign Committee,150,1
Iowa House Democrats,the Iowa Democratic Party,150,2
We Vote MN,We Vote Minnesota Non-Partisan GOTV,150,6
Stormey Primm for Coroner,Stormey Primm for Coroner,150,1
Jenny for Auditor,"Jenny Wong for Auditor 2018, FPPC #1405679",150,1
Cindy Pugh for Minnesota,Cindy Pugh For Minnesota,150,1
African Community & Conservation Foundation,African Community & Conservation Foundation,150,1
Linea,These ads ran without a disclaimer,150,1
"Kaiden, Celia, Saverino for Collingswood BOE",Kaiden Celia and Saverino for Collingswood BOE,150,7
Parents Education Association,Parents Education Association PAC,150,1
Louis G Lyras for US Congress of Ohio's 13th District,Louis G Lyras,150,2
