Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
"Bridges Outreach, Inc.","Bridges Outreach, Inc.",≤100,1
Tiffany Grove for Hinds Chancery Judge,The Committee to Elect Tiffany Grove,≤100,1
5 Gyres,These ads ran without a disclaimer,≤100,1
North Texas Democrats,Jeanna Harwood,≤100,2
Worldwide Healing Hands,Kimi Recor,≤100,2
Emporium Presents,Emporium Presents,≤100,3
Refugee Relief,Refugee Relief,≤100,2
Eric Swalwell,"Paid For By Swalwell For Congress - P.O. Box 2847 Dublin, CA 94568",≤100,2
Washington Department of Fish & Wildlife,Washington Department of Fish and Wildlife,≤100,1
Blue Sky Tiger Sanctuary,Blue Sky Tiger Sanctuary,≤100,4
The Elephant Project,The Elephant Project,≤100,1
Mike Dover for OKC Ward 2,Friends of Mike Dover,≤100,2
Daftboy,"Daft Boy, LLC",≤100,3
A Better America,A Better America,≤100,8
Essure Lawsuit,These ads ran without a disclaimer,≤100,1
New Voices Pittsburgh,These ads ran without a disclaimer,≤100,5
Medicare Made Simple,Virginia Phillips,≤100,3
Mayor Tim Keller,CABQ,≤100,3
Never Trump Patriots,"Edward J. Miles, a resident and citizen of the United States",≤100,2
American Kidney Fund,the American Kidney Fund,≤100,2
Jerry Taylor,The Niskanen Center,≤100,2
Expedition Art Inc.,"Expedition Art Inc., a nonprofit organization",≤100,4
Will Dixon Real Estate,Will Dixon Real Estate,≤100,1
Facts & Data Supporting America,Omar Habayeb.  An Involved American Citizen,≤100,1
The Vision Project: The Future of the Brooklyn Democratic Party,Vision Project BK,≤100,1
Robert Walter for School Board Member,Friends of Robert Walter,≤100,2
National Organization for Women (NOW) - Houston Area,National Organization for Women - Houston Area,≤100,1
"Total Engagement Consulting by Kimer, Inc.",Stanley Charles Kimer,≤100,1
Americanpolicyforum,American Policy Forum,≤100,2
Nevada Policy,"Paid for by the Nevada Policy Research Institute. As a 501(c)(3) nonprofit organization, the Institute does not endorse or oppose political candidates.",≤100,7
DRS Chicago LLC,DRS Chicago LLC,≤100,2
W-Here to Stay: Charlottesville,Peace Appeal Foundation,≤100,2
Travis County Democratic Party,Travis County Democratic Party,≤100,3
Progressive Rags,Progressive Rags,≤100,2
Post Hill Press,Post Hill Press,≤100,1
Rescue:Freedom International,These ads ran without a disclaimer,≤100,1
Ithaca Coalition for Unity and Cooperation in the Middle East,"Ithaca Coalition for Unity and Cooperation in the Middle East (ICUCME), a U.S. 501(c)3. This ad does not endorse any political candidate or party.",≤100,1
Vote for Your KC Library,"Vote for Your Library, Jack Holland, Treasurer",≤100,1
"Commissioner Esteban Bovo, Jr.","Miami-Dade County Commissioner Esteban Bovo Jr., District 13",≤100,3
US Tech Workers,Progressives For Immigration Reform,≤100,2
Angelica Dueñas - East SFV,Angelica Duenas,≤100,1
Veterans Defense Project,These ads ran without a disclaimer,≤100,1
Alma del Mar Charter School,Alma del Mar Foundation,≤100,1
HealthCare.gov - Consumer Health Insurance Plan Discussion - Unofficial,These ads ran without a disclaimer,≤100,2
NuWaves,NuWaves,≤100,3
LibertyMovement.org,James Ostrowski,≤100,2
"City of Arlington, TX - City Hall","City of Arlington, TX",≤100,3
Vote Cascadia,Vote Cascadia & Individuals like you!,≤100,1
Mark for Manassas,Mark for Manassas,≤100,1
Uber,These ads ran without a disclaimer,≤100,1
Universal Health Care Political Action Committee,Universal Health Care Political Action Committee,≤100,1
Ambassador Delano Lewis,Delano Lewis,≤100,9
The University of North Carolina at Chapel Hill,UNC-Chapel Hill,≤100,2
Westside L.A. Today,Mirror Media Group,≤100,1
Elect Nathan Keller Lake Charles Ward 3 Marshal,by the campaign to elect Nathan Keller for Ward 3 City Marshal,≤100,2
Viante New Mexico,Viante New Mexico,≤100,1
Gus Johnson Ford,These ads ran without a disclaimer,≤100,1
Danielle Weston for Round Rock ISD Board of Trustees Place 3,Danielle Weston for RRISD Place 3,≤100,1
Disability Rights Ohio,Disability Rights Ohio,≤100,2
"Law Office of Bill Clanton, P.C.","Law Office of Bill Clanton, P.C.",≤100,2
Brentwood News L.A.,Mirror Media Group,≤100,1
Herd Strategies,"Hed Strategies, LLC.",≤100,3
"The Alternative Programs, Inc.",The Alternative Program,≤100,1
Nicole George for Metro Council 21,Nicole George for Metro Council 21,≤100,1
Niskanen Center,The Niskanen Center,≤100,5
Salutem: Health & Tax Advisors,Salutem Health Advisors,≤100,4
Solar United Neighbors of Maryland,Solar United Neighbors,≤100,4
Santa Monica Mirror,Mirror Media Group,≤100,1
YES Bethel KIDS!,Bethel Citizens Committee For School Support,≤100,1
Bill Burgess for Marion County Commissioner,Bill Burgess for Marion County Commissioner,≤100,1
Sunpro Solar,SunPro Solar,≤100,2
Women's Earth and Climate Action Network,Women's Earth and Climate Action Network (WECAN) International,≤100,1
South Seattle Emerald,South Seattle Emerald,≤100,8
Diamondhead News,Bay Jourdan Publishing Company,≤100,5
Anthony's Pharmacy - My Community Drugstore,Anthony's Pharmacy,≤100,2
Georgia Right to Life,Georgia Right to Life,≤100,3
Oklahoma Attorneys Mutual Insurance Company,Oklahoma Attorneys Mutual Insurance Company,≤100,2
Highwave,These ads ran without a disclaimer,≤100,2
Americans For Trump National,Americans for Trump inc,≤100,1
USA Proud Tees,These ads ran without a disclaimer,≤100,12
Graig Meyer,Committee to Elect Graig Meyer,≤100,2
Wolf Defenders,Lunar Digital Marketing,≤100,3
Waitt Foundation,the Waitt Foundation.,≤100,1
Suzy Tubbs Payson Town Council,Tubbs For Council,≤100,2
Louisiana Citizens for Job Creators,Louisiana Citizens Job Creators,≤100,2
Camp Fire Rising,These ads ran without a disclaimer,≤100,1
Fight4Moms,seweryn zaman,≤100,3
Global Citizen,Global Citizen,≤100,3
PlayCleanGo,Minnesota Department of Natural Resources,≤100,1
PassRight - U.S. Visa,These ads ran without a disclaimer,≤100,1
At Scale,"At Scale, LLC",≤100,1
The Blood Throne of Caria,"Sekhmet Liminal Press, LLC",≤100,2
Providence Preservation Society,"the Providence Preservation Society, a 501(c)(3) organization.",≤100,1
Davis Vanguard,"Davis Vanguard, 501c3, EIN 46-3013126",≤100,2
Charlotte-Mecklenburg Storm Water Services,These ads ran without a disclaimer,≤100,1
Illinois Stalking Advocacy Center,Illinois Stalking Advocacy Center,≤100,1
Movement for a People's Party,MPP,≤100,3
Anti Tea Party MEMEs3,Anti Tea Party MEMEs 3,≤100,2
Clearing out the Clutter,Clearing out the Clutter.  The views expressed are those of the author only.,≤100,12
Kathy Martin for Wayne County,Friends of Kathy Martin,≤100,1
Political Writes,Political Writes,≤100,4
Supplemental Health Care,Supplemental Health Care,≤100,2
Saved By Nature,Donations to Saved By Nature,≤100,2
Century City - Westwood News,Mirror Media Group,≤100,1
Eric Early,Eric Early,≤100,1
Santas Ugly Sweaters,Santas Ugly Sweaters,≤100,1
Beth Llewellyn McLaughlin,Beth Llewellyn McLaughlin For Texas House 97 Campaign,≤100,2
"1199 SEIU in Westchester, Hudson Valley, Capital Region",1199SEIU United Healthcare Workers East,≤100,2
David Earl Williams III,David Earl Williams III,≤100,5
The Re-Society,These ads ran without a disclaimer,≤100,4
American Solar Power Solutions,American Solar Power Solutions,≤100,2
NAIS -- National Association of Independent Schools,National Association of Independent Schools,≤100,2
Elaissia Sears for West Mesa Justice of the Peace,Sears For Justice,≤100,1
The Gazette,The Gazette,≤100,1
Catch A Lift Fund,These ads ran without a disclaimer,≤100,1
Spunky Swag,Spunky Swag,≤100,1
Equal Rights Advocates,Equal Rights Advocates,≤100,2
Garrett Hade,Garrett Hade,≤100,4
Women's March LA Foundation,Women's March LA,≤100,3
SUJO Home,Odeon Media Inc.,≤100,5
State Representative Margo McDermed,Margo McDermed,≤100,1
Electric Cooperatives of Arkansas,Electric Cooperatives of Arkansas,≤100,2
Vickie Paladino for State Senate,Vickie Paladino for NYC,≤100,1
Advisable,Advisable,≤100,2
Votelizcampos,"Elizabeth 'Liz' Campos Campaign, Anna Campos treasurer",≤100,1
Joshua Rodriguez for Arvada,Joshua for Arvada,≤100,6
Bill Lowry for Cook County Commissioner 3rd District,Friends of Bill Lowry,≤100,1
Plantbasedpopup,PlantBasedPopUp,≤100,3
The Tank,The Tank,≤100,2
Invest in a Healthier Future,the Invest in a Healthier Future Coalition.,≤100,2
Documented,Documented,≤100,2
Libby Fischer Hellmann,Libby Fischer Hellmann,≤100,2
Ray Madrigal - Lemoore City Council,Ray Madrigal for City Council,≤100,1
Moore Charitable Foundation,These ads ran without a disclaimer,≤100,1
Renee Jefferson Smith Houston City Council District B,Renee Jefferson Smith for Houston City Council District B,≤100,5
Scratcher Cards.co,Paul Papagiannis,≤100,2
The Bryan Show,Bryan Howard,≤100,3
West Whiteland Democrats,West Whiteland Democrats,≤100,1
New Milford Republican Town Committee,New Milford RTC,≤100,1
Tom Brandt for Legislature,Tom Brandt for Legislature,≤100,1
Mad Catholics,David Haadsma,≤100,1
Secure Medicare Solutions,Secure Medicare Solutions,≤100,2
National Secure Storage,National Secure Storage LLC,≤100,1
Wu for West Covina,Tony Wu,≤100,1
Florida Phoenix News,the Florida Phoenix,≤100,3
Springfield Republican Committee,Springfield Republican Committee,≤100,1
Jon Ossoff,Jon Ossoff,≤100,1
Retire-Wiser,These ads ran without a disclaimer,≤100,3
Kersgaard for Jeffco,Kersgaard For Jeffco,≤100,1
The Political Fire,Nicole James,≤100,1
Liz Snyder for State House,Snyder for AK House,≤100,1
St. Anthony Shrine,These ads ran without a disclaimer,≤100,1
FEED Projects,These ads ran without a disclaimer,≤100,1
Tony Baker for GRPS - Again,Committee to elect Tony Baker,≤100,2
Warsaw community,warsaw community a grass roots citizen movement page,≤100,4
SHOES Ministry,Showing Hope by Offering Essential Supplies,≤100,2
NC AIDS Action Network,NC AIDS Action Network,≤100,1
Nomonitors the truth,LDINC and NoMonitors,≤100,2
Golden Harvest Food Bank,Golden Harvest Food Bank,≤100,7
Human Trafficking Institute,The Human Trafficking Institute,≤100,2
Colorado Carbon Fund,Colorado Carbon Fund,≤100,1
Southwest Electric Cooperative,Southwest Electric Cooperative,≤100,1
Wilfredo Cameron,These ads ran without a disclaimer,≤100,2
Long Island Wins,The New York Immigration Coalition,≤100,5
The Denice Gary Show,Denice Gary-Pandol,≤100,2
imge,IMGE,≤100,7
Florida Compassionate Medical Card Forum,Doc Andrew Fox,≤100,3
Physicians of Southwest Washington,"WMS Group, Inc.",≤100,2
Enzo for Selectman,francis Barile,≤100,3
Raise Your Hand Texas,Raise Your Hand Texas,≤100,1
Replace Junipero Serra with Sally Ride at the US Capitol,People Who Love Astronauts,≤100,3
The Butterfly Path,The Butterfly Path,≤100,2
The Black Women's PAC,The Black Women's PAC,≤100,1
The TESA Collective,The TESA Collective,≤100,2
Kyle Smith - Fayetteville Ward 4,"City Council Member Kyle Smith, Fayetteville, AR, Ward 4 Position 2",≤100,2
BlueWaveNJ,BlueWaveNJ,≤100,1
Xtinctio,Xtinctio,≤100,4
Alternate Realitees,Peter Millrose,≤100,1
Arizona Mirror,the Arizona Mirror,≤100,3
Marc Falzon,Marc Falzon,≤100,1
Chris Switzer for Vigo County Council,The Committee to Elect Chris Switzer for Vigo County Council District 2,≤100,2
Greater Royal Oak Democratic Club,Greater Royal Oak Democratic Club,≤100,1
TomHalvorson,"Tom Halvorson, Sidney, Montana",≤100,2
Coalition for Humane Immigrant Rights,Coalition for Humane Immigrant Rights,≤100,1
Alex Acevedo,These ads ran without a disclaimer,≤100,1
"Something has to change, and NOW",Chris Grisolia,≤100,2
Gitchi Adventure Goods,Gitchi Adventure Goods,≤100,2
"John Bermingham Chairman, UMBT Supervisors - The Voice For The People",John Bermingham,≤100,1
Menefee For Congress,Menefee for Congress,≤100,2
Pioneer Library System,These ads ran without a disclaimer,≤100,1
Larry Little for Chancery Judge,The Committee to Elect Larry Little for Chancery Judge,≤100,1
Jackie Toledo,"Jackie Toledo Campaign for State Representative, District 60",≤100,1
Mac and Cheese Media,"Mac and Cheese Media, LLC.",≤100,4
INVISIBLE HAND,Public Herald,≤100,1
"Celeste M. Riley, County Clerk, Cumberland County NJ","The Cumberland County, NJ Clerk's Office",≤100,1
Brooklyn Music School,Brooklyn Music School,≤100,1
Erick Stakelbeck,These ads ran without a disclaimer,≤100,1
Angela Cuartas Jewelry,These ads ran without a disclaimer,≤100,1
Lee Boan for Kershaw County Sheriff 2018,"Lee Boan for Sheriff, P.O. Box 4, Lugoff, SC",≤100,1
Mayor Jim Hollenbeck,Jim Hollenbeck,≤100,1
Susan B. Harden,Committee to Elect Susan Harden,≤100,1
UnComplicate,UnComplicate,≤100,1
The King's Necktie,The King's Necktie,≤100,1
Roel Garcia - Texas Political and Legal Awareness,Roel Garcia,≤100,1
Protect the North Fork,Protect the North Fork \ Colorado Farm & Food Alliance,≤100,1
Darius Brown for State Senate,Darius Brown For State Senate,≤100,1
"Libertarian Party of Clark County, Nevada",Steve Brown,≤100,1
Kilili for Congress,Kilili for Congress,≤100,1
Adventures of a Modern Day Church Lady,Modern Day Church Lady,≤100,1
Wisconsin Election Integrity,Wisconsin Election Integrity,≤100,1
Political Partners Tennessee,Political Partners Tennessee,≤100,1
Julie Jordan for Georgia,The Committee to Elect Julie Jordan,≤100,2
Green For All,Green for All,≤100,1
Log Cabin Republicans of Broward,Gilbert Montalvo,≤100,2
Gateway Democrats,Gateway Democrats (affiliated with the St. Louis County Central Committee),≤100,2
McMahon Berger P.C.,McMahon Berger P.C.,≤100,1
Emmanuel J. Wilder,Friend of Emmanuel Wilder,≤100,2
Not My President,Not My President PAC,≤100,1
Gluten-Free Remedies,These ads ran without a disclaimer,≤100,1
Jeff Jones,Friends of Jeff Jones,≤100,2
Young Bob E,Young Bob E,≤100,3
The Buzz Around Wayne County,The Buzz Around Wayne County,≤100,1
John W. Coleman II,John Coleman II,≤100,1
"Central Union Mission, DC",These ads ran without a disclaimer,≤100,3
Friends of Phyllis Randall,Friends of Phyllis Randall,≤100,1
CivikOwl,"CivikOwl. We are an independent software company based in California, primarily self-funded, and not affiliated with any political party.",≤100,6
Yangming,Alan Huynh,≤100,1
BioSpace,These ads ran without a disclaimer,≤100,4
Sargent Shriver National Center on Poverty Law,Sargent Shriver National Center on Poverty Law,≤100,1
Uprise RI,"Steve Ahlquist, writer/editor of UpriseRI",≤100,2
Capitalism In Crisis,Capitalism in Crisis,≤100,2
ACHEMT-American College of Healthcare Executives:  Middle Tennessee,American College of Healthcare Executives - Middle Tennessee Chapter,≤100,1
Larry Mendte,Larry Mendte,≤100,1
Ford for Chicago,These ads ran without a disclaimer,≤100,2
Community Homeless Solutions,Community Homeless Solutions,≤100,2
KWTV - NEWS 9,KWTV News 9,≤100,1
ReformJudaism.org,the Union for Reform Judaism,≤100,1
One Love Global,One Love Global Inc.,≤100,1
Dan Hanks for Idaho,Hanks for Idaho,≤100,1
Kurt Larsen for Mayor,"Committee to Elect Kurt Larsen  (Tom Levi, Treasurer)",≤100,2
Pasco Democratic Party,The Pasco Democratic Party,≤100,3
We are mitú,"mitú, Inc.",≤100,4
Tacoma Sustainability,City of Tacoma,≤100,1
E2 - Environmental Entrepreneurs,E2 (Environmental Entrepreneurs),≤100,2
Korah Kids,Korah Kids,≤100,1
Mayor Bobby Dyer,the Dyer Difference,≤100,1
Commonwealth Foundation,The Commonwealth Foundation,≤100,1
Eddie Boudreaux,Eddie Boudreaux,≤100,1
Blue Ridge Outdoors Magazine,Blue Ridge Outdoors Magazine,≤100,1
Vote Terry Rogers,Vote Terry Rogers,≤100,2
Positively Osceola,Elijah Web Solutions powering Positively Osceola,≤100,2
Rev. Dr. Chuck Currie,Rev. Dr. Chuck Currie,≤100,1
Arcane Treasures Antique Store WWII Items And Other Oddities,Arcane Treasures,≤100,2
New York State AFL-CIO,New York State AFL-CIO,≤100,1
C4CW - Citizens for Clean Water,Citizens for Clean Water,≤100,1
Councilman Derek Green,The Green Fund,≤100,2
Alabama Rivers Alliance,Alabama Rivers Alliance,≤100,3
Our Children's Earth,Our Children's Earth Foundation,≤100,1
National Pediatric Cancer Foundation,National Pediatric Cancer Foundation,≤100,1
Conservatives Disillusioned by Trump,Disillusioned by Trump,≤100,1
CAIR - Greater Los Angeles,CAIR - Greater Los Angeles,≤100,1
International Food Station,Cali State #1,≤100,1
She's The Ticket,Topic,≤100,1
Fail State: A Documentary on American Higher Education,Fail State Documentary,≤100,1
Volunteer Organization for Island Civic Engagement - VOICE,Volunteer Organization For Island Civic Engagement,≤100,2
Street Mob Orchestra,Street Mob Orchestra,≤100,1
Black Kids in Outer Space,Lark Lo,≤100,3
Every Vote Matters Hawaii,Natalie Iwasa,≤100,2
Council Rock Alumni Association,These ads ran without a disclaimer,≤100,1
Vic4Marshal,the Vic Salvador campaign,≤100,2
Oakland County Republican Party,Oakland County Republican Party,≤100,1
Senator Chris McDaniel,Friends of Chris McDaniel,≤100,1
Harrison County Republican Party,the Harrison County Republican Party,≤100,2
Starkey Hearing Foundation,These ads ran without a disclaimer,≤100,1
Christopher Mills Hobbs City Commissioner District 2,Christopher Mills,≤100,1
Debate of the Day,Debate of the Day,≤100,1
VPIRG,Vermont Public Interest Research Group,≤100,1
RVers Income Tax Service,These ads ran without a disclaimer,≤100,1
NRI On Campus,National Review Institute,≤100,1
New Mexico Wildlife Federation,New Mexico Wildlife Federation,≤100,1
Suzanne Downing,Must Read Alaska LLC,≤100,2
Boredwalk,Boredwalk,≤100,1
Strong Towns Shreveport,Strong Towns Shreveport,≤100,1
ACLU of Tennessee,ACLU of Tennessee,≤100,1
Klamath Falls News,Klamath Falls News,≤100,1
El Camino Property Management,El Camino Property Management,≤100,1
Zameer,These ads ran without a disclaimer,≤100,1
Muslim Legal Fund of America,Muslim Legal Fund of America,≤100,3
Citizen Ed,Citizen Education,≤100,1
Crazy Novelty Guy,These ads ran without a disclaimer,≤100,1
Northwest Environmental Advocates,"Northwest Environmental Advocates a non-profit (501(c3)) based in Portland, OR and is wholely responsible for the content.  You can contact us at 503-295-0490 or email to info@advocates-nwea.org.",≤100,2
Crime Prevention Research Center,John R Lott Jr,≤100,1
Roger Gaylord,Roger Gaylord III,≤100,1
Support Topgolf Louisville,Support Topgolf Louisville,≤100,1
Campaign Deputy,Campaign Deputy,≤100,4
Columban Center for Advocacy and Outreach,Columban Center for Advocacy and Outreach,≤100,3
Certasun,Certasun,≤100,1
"Gazitua Letelier, PA","Gazitua Letelier, PA.",≤100,1
Jordan Smith for Lake Mary City Commission Seat #1,"Jordan Smith, Non-Partisan, Lake Mary City Commission Seat #1",≤100,3
Keatley for Georgia,Keatley for Georgia,≤100,1
POET,POET LLC.,≤100,2
Polarity Code,Polarity Code,≤100,1
University of Minnesota,University of Minnesota,≤100,1
Food Share of Ventura County,FOOD Share of Ventura County,≤100,1
Friday's Rescue Foundation,Friday's Rescue Foundation,≤100,4
Eco is Sexy,Bliss Bernal,≤100,2
Both Sides Are Crazy,Just On Time Gifts,≤100,1
Round Rock Parks and Recreation Department,These ads ran without a disclaimer,≤100,1
Clean Air Council,Clean Air Council,≤100,1
Save The Great South Bay,"Save The Great South Bay, Inc.",≤100,1
Bob Johnson for Mayor,Bob Johnson for Mayor,≤100,1
Feldman & Feldman PC,Feldman & Feldman PC,≤100,1
VOTE Andy Turner for Commissioner of the Revenue 2019,A.Turner for Commissioner of Revenue,≤100,1
United Coal Company,These ads ran without a disclaimer,≤100,1
Ecuatorianos con Lasso Usa-Canada.,Vicente Carpio Moure,≤100,2
"Race, Racism and the Law",Prof.V.Randall,≤100,19
Re-Elect Mayor Kary Story,Kary Story,≤100,1
Modern Medicaid Alliance,Modern Medicaid Alliance,≤100,1
Stop the Gross Dam Expansion Coalition - Lead by TEG,donations to the Stop Gross Reservoir Expansion campaign,≤100,1
Have You Heard the Good News,James H. Warden Jr,≤100,1
Botaniic,Noah Israel,≤100,2
2life tribe,"The Word on Life. Our goal, as stated on our home page, is to encourage and inspire digging deeper into the Bible so to answer the controversial issues in the news and life, with solutions from the Bible. We do not represent any candidates or committees, we just look at and discuss the issues. We hope to Love God and neighbor to make it to Heaven.",≤100,1
Comprehensive Benefit Administrators,Comprehensive Benefit Administrators® (CBA),≤100,1
Commissioner Troy Donté Prestwood,Commissioner Troy Donté Prestwood,≤100,1
Kissimmee Utility Authority,These ads ran without a disclaimer,≤100,1
Wildlife Collections,These ads ran without a disclaimer,≤100,2
"The Awad Law Firm, P.C.","The Awad Law Firm, P.C.",≤100,1
Principally Uncertain,Principlly Uncertain | Independent research and analysis to edify and entertain!,≤100,1
Pam Rocker,Pam Rocker,≤100,2
Jetties Bracelets,Jetties Bracelets,≤100,2
U.S. Grains Council,U.S. Grains Council,≤100,3
Crime Victims Against Gun Control,Ralph Myers,≤100,1
Central Minnesota Christian School,Central Minnesota Christian School,≤100,2
Print More Spend Less,"Print More, Spend Less",≤100,1
Yo Venice,Mirror Media Group,≤100,1
Farm Animal Rights Movement (FARM),Farm Animal Rights Movement,≤100,2
On the Road to Wellness,On the Road to Recovery,≤100,1
Animal Petitions,Animal Petitions,≤100,8
LIberty Road,Liberty Road,≤100,2
Crosby Fund for Haitian Education,These ads ran without a disclaimer,≤100,3
Beyond Toxics,Beyond Toxics,≤100,3
Trump Care 2019,Trump Care 2019,≤100,2
Northern California Record,The Record,≤100,2
TRamsey & Associates,T. Ramsey and Associates,≤100,2
Gene Ho Photography,"Gene Ho Photography, Inc.",≤100,1
Jerad Finck,Jerad FInck,≤100,3
IProtest,Cleverson Lopes,≤100,1
gc2b,These ads ran without a disclaimer,≤100,1
Iowa Abortion Access Fund,Iowa Abortion Access Fund,≤100,2
Erie County Democratic Committee,Erie County Democratic Committee,≤100,4
Mid-Cities Democrats,"The Mid-Cities Democrats, GPAC",≤100,1
Michigan Recycling Coalition,These ads ran without a disclaimer,≤100,1
Save the Lower Snake River Dams,Save the Lower Snake River Dams,≤100,5
Atlantic County Young Republicans,Atlantic County Young Republicans,≤100,1
Don't Slack,Next Level Digital,≤100,4
Dan Marks PGSD School Board Trustee,Dan Marks,≤100,2
Alaska Afterschool Network,Alaska Children's Trust,≤100,3
Kontent Films,Kontent Films,≤100,1
Cosmic Solar,Cosmic Solar,≤100,1
Inspirus Credit Union,Inspirus Credit Union,≤100,1
Alliance for a Better Utah,Alliance for a Better Utah,≤100,1
On Your Sleeve,ON YOUR SLEEVE,≤100,16
Concerned Residents of Brooklyn Park and Champlin,Concerned Residents of Brooklyn Park and Champlin,≤100,1
Dearborn Heights 48125 East,Suzanne M. Todd for Dearborn Heights 48125 East,≤100,3
Oklahoma Turnpike Authority,Oklahoma Turnpike Authority,≤100,1
Scott Conger,Scott Conger for Mayor,≤100,8
Millennial PAC,Millennial PAC,≤100,2
Pivot Bio,These ads ran without a disclaimer,≤100,1
Virginia House of Delegates Republican Caucus,"the House Republican Campaign Committee, Inc.",≤100,1
AMSOIL Racing,These ads ran without a disclaimer,≤100,1
The Source LGBT+ Center,The Source LGBT+ Center,≤100,1
John Kozlar for Mayor of Chicago,Supporters of John Kozlar for Mayor of Chicago,≤100,2
Ryan Ray for Texas House District 96,The Ryan Ray Campaign,≤100,1
Georgia State University - Perimeter College,These ads ran without a disclaimer,≤100,2
Slugnuts,Slugnuts,≤100,1
Reto Accessories,retoworld,≤100,1
Greater Bluffton Republican Club,Greater Bluffton Republican Club,≤100,1
IL Muslim Civic Coalition,IL Muslim Civic Coalition,≤100,1
Camaron Stevenson for Phoenix City Council,Committee to Elect Camaron Stevenson,≤100,5
Trump National Golf Club Colts Neck,These ads ran without a disclaimer,≤100,1
"Iowa Federation of Labor, AFL-CIO",Iowa Federation of Labor,≤100,1
Flint for Cherokee Nation Tribal Council: District Three,Billy Flint,≤100,2
Sandro Galea,Boston University School of Public Health,≤100,2
NHS & NJHS,the National Association of Secondary School Principals (NASSP),≤100,1
"Cordasco & Company, P.C.",Cordasco & Company CPAs,≤100,1
Saratoga PLAN,These ads ran without a disclaimer,≤100,1
Clear Intentions,These ads ran without a disclaimer,≤100,2
Pegasus Institute,Pegasus Institute,≤100,2
Haven 4 Hero's,These ads ran without a disclaimer,≤100,1
Ohio Serving Humanity,These ads ran without a disclaimer,≤100,1
American Senior Alliance,American Senior Alliance,≤100,1
Florida Department of Economic Opportunity,These ads ran without a disclaimer,≤100,1
Fair Districts PA - Bucks,Fair Districts PA,≤100,1
Painters District Council 1M,Painters District Council 1M,≤100,1
Grace & Glory International,These ads ran without a disclaimer,≤100,1
First Electric Cooperative,First Electric Cooperative,≤100,1
Hospital Workers Rising,Hospital Workers Rising,≤100,1
The Ripp Report,Francis Paul Ripp,≤100,1
The City Congregation for Humanistic Judaism,The City Congregation for Humanistic Judaism,≤100,1
Catholic Health Initiatives,Catholic Health Initiatives,≤100,5
The Rabbis' Intifada,The Rabbis Intifada - A film,≤100,2
Clinic Access Support Network,Clinic Access Support Network,≤100,3
the AIDS activist project,Bill Bytsura,≤100,2
Freedom United,Freedom United,≤100,1
Reclaim The American Dream,reclaimtheamericandream,≤100,2
Meriden Libertarian,The Libertarian Party of Meriden Connecticut,≤100,1
Borderwise,These ads ran without a disclaimer,≤100,1
Mesothelioma Book,These ads ran without a disclaimer,≤100,1
DoneGood,These ads ran without a disclaimer,≤100,1
Austin Trail of Lights,These ads ran without a disclaimer,≤100,1
World Villages for Children,World Villages for Children,≤100,1
Ken Jeong,Ken Jeong,≤100,1
Fair Districts PA - Lawrence County,Fair Districts PA,≤100,1
YourCastle,These ads ran without a disclaimer,≤100,7
Friends of Worcester,Friends of Worcester,≤100,1
The Ripon Society,The Ripon Society,≤100,1
Nasty Scientist,Nasty Scientist,≤100,3
America First Action,These ads ran without a disclaimer,≤100,11
Model D,Model D,≤100,2
Advanced Auto Service,Advanced Auto Service,≤100,5
Senator Andy Vidak,Senator Andy Vidak,≤100,1
Christian Family Coalition FL,Christian Family Coalition Florida,≤100,3
The NewsFlasher,The NewsFlasher,≤100,1
PETA (People for the Ethical Treatment of Animals),These ads ran without a disclaimer,≤100,5
The Comedy Zone - Charlotte,The Comedy Zone,≤100,4
Conservation Northwest,Conservation Northwest,≤100,4
"LTM Endeavors- Gifts, smiles and more",These ads ran without a disclaimer,≤100,3
Feed Communities,These ads ran without a disclaimer,≤100,1
Team Trump 2020,I Love My Freedom,≤100,4
SicKophant Songs,"SicKophant Songs (a ragtag gaggle of Colorado Creatives with a passion for social justice, music, and HUMOR)",≤100,1
Women To Women Nevada,Pepe Paz,≤100,1
Corky Smith for Lowndes County,Corky Smith,≤100,1
City of East Moline,City of East Moline,≤100,2
Death To Tyrants,Death To Tyrants,≤100,2
Gulf Restoration Network,Gulf Restoration Network,≤100,1
FREOPP,"The Foundation for Research on Equal Opportunity - a non-partisan, non-profit policy organization.",≤100,1
Conservancy of Southwest Florida,These ads ran without a disclaimer,≤100,2
Barrel State,Brandon Vincent,≤100,3
The Kimmel Center for the Performing Arts,These ads ran without a disclaimer,≤100,1
peacebuttons,PEACEbuttons,≤100,8
Lost Pines Republican Women,Lost Pines Republican Women. Not authorized by any candidate or candidate committee.,≤100,1
Jake LaTurner,"Kansans for LaTurner, Doug Hill, Treasurer",≤100,1
The Republican club,"Rich D'Auria, CEO The Republican club",≤100,1
Supervisor Calvin Callahan,Friends of Calvin Callahan,≤100,2
Border Wall Starter Kit,Friends at the Border,≤100,1
Smile Toothbrushes,Kristina Hemen-Ackah,≤100,3
Councilman John Moss,"John D. Moss Campaign, Candidate",≤100,3
Jake Koenigsdorf Foundation,These ads ran without a disclaimer,≤100,1
Coos Bay Daily Times,Coos Bay Daily Times,≤100,1
"Mothers Against Police Brutality, Inc.","Mothers Against Police Brutality, Inc.",≤100,3
City of Charlotte Housing & Neighborhood Services,These ads ran without a disclaimer,≤100,1
Live In Las Vegas,Ruth Ahlbrand,≤100,1
