Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Anissa Engstrum Vegh,These ads ran without a disclaimer,≤100,1
Citizens Center For Public Life,"Barbara A Brown (President), Cititzens Center for Public Life - a Public Charity under IRC section 501 (c) (3) and section 509 (a) (2)",≤100,2
Mayor Gregory A Carswell of Waynesboro,Mayor Greg Carswell,≤100,1
Caprock Patriot,Caprock Patriot,≤100,3
Acerbic Press,Acerbic Press,≤100,1
Kansas Policy Institute,Kansas Policy Institute,≤100,2
Noticias Xtra,Noticias Xtra Media,≤100,4
First Unitarian Universalist Society of Marietta,First Unitarian Universalist Society of Marietta,≤100,1
Countable,Countable Corp,≤100,1
Livingston County Republican Party,"Livingston County Republican Party with regulated funds, P.O. Box 923, Brighton, MI 48116 (Not authorized by any candidate or candidate committee.)",≤100,1
Alan Monsen,Alan Monsen Campaign,≤100,2
AARP Florida,These ads ran without a disclaimer,≤100,1
NowThis Her,NowThis,≤100,2
Ivypac,IVYPAC,≤100,6
Christians In Public Service,Christians in Public Service,≤100,5
Unify Livermore,The Coalition to Unify Livermore,≤100,1
Bob Bank For 45th Ward Alderman,"Bob Bank for Alderman 45th Ward,  A copy of our report filed with the IL State Board of Elections is (or will be) available on the Board's official website or for purchase from the State Board of Elections, Springfield, IL.",≤100,2
CUORE of Switzerland,These ads ran without a disclaimer,≤100,2
Gastonia Street Ministry,These ads ran without a disclaimer,≤100,1
Yukon Neurology,David McCoy,≤100,1
THE TRUMP NETWORK,"THE TRUMP NETWORK, LLC.",≤100,6
Cooperative Baptist Fellowship,Cooperative Baptist Fellowship,≤100,1
Rice Divorce Team - Dedicated to Solving Family Law Issues,Larry Rice of the Rice Divorce Team,≤100,1
Wisconsin LGBT Chamber of Commerce,Wisconsin LGBT Chamber of Commerce,≤100,1
Sol Power Generators,"Sol Power Generators, LLC, A Renewable Energy Company",≤100,1
Councilman Derek Green,The Green Fund,≤100,2
Rea-Reaa Unity,Racine Educators United,≤100,1
"ChemInstruments, Inc.","ChemInstruments, Inc.",≤100,1
Parker J. Palmer,Parker J. Palmer,≤100,3
Saving Antiquities for Everyone,These ads ran without a disclaimer,≤100,1
Canham Farm Horse Rescue and Rehab,These ads ran without a disclaimer,≤100,2
Constellation Political Consulting,Constellation Political,≤100,2
League of Women Voters Irving,League of Women Voters Irving,≤100,1
The Louisiana Record,The Record,≤100,1
Advisable,Advisable,≤100,2
Seattle CityClub,Seattle CityClub,≤100,3
Emuaid,These ads ran without a disclaimer,≤100,1
Mayor Jeff Pravato,Pravato for New York,≤100,1
Portsmouth Professional Fire Fighters & Paramedics Association,Portsmouth Professional Firefighters & Paramedics IAFF Local 539,≤100,2
Living the Change Berkshires,Ulrike Nagel,≤100,1
Detroit Catholic,These ads ran without a disclaimer,≤100,1
The American Legion Department of Oklahoma,The American Legion Department Of Oklahoma,≤100,3
Medico Professional Linen Service,Medico Professional Linen Service,≤100,2
The Monterey,The Monterey,≤100,1
Illinois Protect and Conceal - Chicago - O'Hare,These ads ran without a disclaimer,≤100,1
Matt Lynch for Ohio,Matt Lynch For Judge,≤100,1
Greater Royal Oak Democratic Club,Greater Royal Oak Democratic Club,≤100,1
Only Shop USA,OnlyShopUSA,≤100,4
Fan Ti,These ads ran without a disclaimer,≤100,4
John Lorenzo for Rostraver TWP Commissioner,Friends of John Lorenzo,≤100,2
Representative Joey Hood,Joey Hood,≤100,3
Tameka Gaines Holly for City Council District 8,Tameka Gaines Holly for City Council District 8,≤100,1
Farmer's Footprint,Farmer's Footprint,≤100,4
Growing Hope Globally,These ads ran without a disclaimer,≤100,1
The Village Link,These ads ran without a disclaimer,≤100,1
The Unmentionables,The Unmentionables,≤100,1
Christina Kent Nunnally for School Board,Christina Kent Nunnally,≤100,1
Refugee Women's Alliance (ReWA),Refugee Women's Alliance (ReWA),≤100,3
Border Youth Tennis Exchange,Charlie Cutler,≤100,1
John Bel Edwards for Louisiana,John Bel Edwards for LA,≤100,1
Convention of States Mississippi,Convention of States Action,≤100,1
The Clyde Fitch Report,The Clyde Fitch Report,≤100,2
Juxtaposition Arts,These ads ran without a disclaimer,≤100,2
The Campaign to Keep Guns off Campus,Andy Pelosi,≤100,2
Civitas Institute,Civitas Institute,≤100,1
politicallypunny.com,Amy Spetner Doughty,≤100,1
5th Square,5th Square,≤100,3
New Daisy Theatre,These ads ran without a disclaimer,≤100,2
Let There Be Light International,Let There Be Light International,≤100,1
Anti Tea Party MEMEs3,Anti Tea Party MEMEs 3,≤100,2
Luis Gaitan For Council,Luis Gaitan For Council,≤100,1
ACLU of Kentucky,ACLU of Kentucky,≤100,2
Mercer County West Virginia Democratic Party,David Miller,≤100,1
World Surf League,These ads ran without a disclaimer,≤100,1
Kent State University College of Communication and Information,These ads ran without a disclaimer,≤100,1
Prison Scholars,The Prison Scholar Fund,≤100,1
Florida Record,The Record,≤100,2
Political Views of a Black Evangelical,Political Views of a Black Evangelical,≤100,2
"Matt Baker, Round Rock City Council Place 3",the Matt Baker Campaign,≤100,1
Barone for Plano City Council,Barone for Congress Principal Campaign Committee,≤100,2
Clearing out the Clutter,Clearing out the Clutter.  The views expressed are those of the author only.,≤100,12
LaTanya Millhouse Page,LaTanya Millhouse,≤100,2
Northampton Community Internet,Northampton High-speed Community Network Coalition,≤100,2
Nurses 4 HNA,Daniel Ross,≤100,1
Ryan Ray for Texas House District 96,The Ryan Ray Campaign,≤100,1
Families Empowered,These ads ran without a disclaimer,≤100,2
"Hampton, VA - Gov","the City of Hampton, VA",≤100,1
Katrina Foley,Foley for Mayor 2018 Committee ID#1397432,≤100,1
Democratic Party of Oregon,"the Democratic Party of Oregon • 232 NE 9th Ave, Portland, OR 97232 • Not authorized by any candidate or candidate's committee.",≤100,1
Sierra Club Pennsylvania Chapter,Sierra Club PA,≤100,2
Friends & Neighbors,FRIENDS  & NEIGHBORS OF MARTIN COUNTY,≤100,3
Northeast Supply Enhancement,Northeast Supply Enhancement,≤100,2
The Guerrilla Company,These ads ran without a disclaimer,≤100,6
"Marianne Lalonde for 46th Ward Alderman, Chicago",Friends of Marianne Lalonde,≤100,2
Great Financial Workshops,Great Financial Workshops,≤100,1
Mindy Robinson,Mindy Robinson,≤100,1
Unbound,These ads ran without a disclaimer,≤100,2
Mike Hein,Friends of Mike Hein,≤100,1
Green ARMY,GreenARMY,≤100,1
Death To Tyrants,Death To Tyrants,≤100,2
Jim Malone for Carpentersville Trustee,Friends of Jim Malone,≤100,1
Harry J Houck,Harry J Houck,≤100,2
Conservatives Abroad - Chicago,These ads ran without a disclaimer,≤100,1
First Church Berkeley,"First Church Berkeley, UCC",≤100,3
Luis Rodríguez,Luis Rodríguez Díaz,≤100,3
Stephen Mansfield,Stephen Mansfield,≤100,2
The Bainer Law Firm,The Bainer Law Firm,≤100,2
faireway,faireway,≤100,1
LGBT Life Center,LGBT Life Center,≤100,3
Dance on Main Ballroom Studio,These ads ran without a disclaimer,≤100,1
I'm Proud To Be An American,These ads ran without a disclaimer,≤100,4
Rep. Frank Burns,PA House Democratic Caucus,≤100,3
Barrel239,These ads ran without a disclaimer,≤100,1
Greenville County Republican Party,Greenville County Republican Party,≤100,1
Education Foundation of Eagle County,Education Foundation of Eagle County,≤100,1
Oregon Nurses Association,the Oregon Nurses Association,≤100,1
Roth Davies Trial Lawyers.,"Roth Davies, LLC.",≤100,1
Complete 2 Compete,Complete 2 Compete,≤100,2
Rio Grande Headwaters Land Trust,Rio Grande Headwaters Land Trust,≤100,1
Albert Bryan for Governor,Bryan Roach for Governor and Lt Governor,≤100,2
Acadia Center,Acadia Center,≤100,1
St. David's Foundation,These ads ran without a disclaimer,≤100,2
Peace Gospel,Peace Gospel,≤100,4
Hot Head Candles,Will Markusen,≤100,3
Geniuskem Solutions,These ads ran without a disclaimer,≤100,2
Oregon Wild,Oregon Wild,≤100,1
NYS Department of Corrections Hate Crimes Against Muslims & Islam,These ads ran without a disclaimer,≤100,2
Anchorage Fire Fighters Union Local 1264,Anchorage Firefighters Local 1264 PAC,≤100,1
Commissioner Vincent Morales,"Vincent Morales Campaign Doris Gurecky, Treasurer",≤100,4
ARCADE,ARCADE,≤100,2
Pittsburgh Arts & Lectures,Pittsburgh Arts & Lectures,≤100,1
Association of Los Angeles Physicians of Indian Origin,These ads ran without a disclaimer,≤100,2
"Prodos Counseling, LLC",Prodos Counseling,≤100,1
Political Writes,Political Writes,≤100,3
Jeff Anderson & Associates,Jeff Anderson & Associates,≤100,1
Orphan Voice,Orphan Voice,≤100,2
I love my kitties,These ads ran without a disclaimer,≤100,8
The Chicago School of Professional Psychology,The Chicago School of Professional Psychology,≤100,1
Pennsylvania Institute of CPAs - PICPA,Pennsylvania Institute of Certified Public Accountants,≤100,2
Piedmont Environmental Council,The Piedmont Environmental Council,≤100,7
Golden Harvest Food Bank,Golden Harvest Food Bank,≤100,3
Associated Republicans of Texas,Associated Republicans of Texas Campaign Fund,≤100,1
City of Las Cruces Government,City of Las Cruces,≤100,1
Berkeley Heights Republicans,Berkeley Heights Republicans,≤100,2
Support Pescadito Environmental Resource Center - PERC,Support Pescadito Environmental Resource Center,≤100,2
Guardian Angels Inc.,These ads ran without a disclaimer,≤100,1
Nate Irvin,Rural Progress PAC,≤100,2
lovemplsparks.org,These ads ran without a disclaimer,≤100,1
Transatlantic Forum for Education and Diplomacy,Ted Leinbaugh,≤100,1
Characters Imagination Station,Crystal Scott,≤100,1
Reading Trump's Tweets,Mike Kaminski,≤100,1
AZ Home Connection,AZ Home Connection,≤100,1
David Perrine - Independent Health Insurance Broker,David Perrine,≤100,1
The Neighborhood Well,These ads ran without a disclaimer,≤100,1
David Stockman,David Stockman,≤100,2
Friends of the Free Library of Philadelphia,Friends of the Free Library,≤100,2
"Tasha Lowery, Draper City Council","Tasha Lowery, Draper City Council",≤100,4
Morale Check Apparel,These ads ran without a disclaimer,≤100,1
Monique Burr Foundation,These ads ran without a disclaimer,≤100,1
Broward College,Broward College,≤100,1
Terra Futura,These ads ran without a disclaimer,≤100,1
The Ripp Report,Francis Paul Ripp,≤100,2
Big Bend Honor Guard,James Geuin,≤100,2
Global Warming for Busy People,"Global Warming for  Busy People, a nonprofit blog advocating for solutions to the emerging climate crisis",≤100,1
RESULTS Dallas Global Group,Kyle Talkington,≤100,3
"Family Carpet One, Floor & Home ltd",These ads ran without a disclaimer,≤100,1
WEI: Wisconsin Environmental Initiative,"Wisconsin Environmental Initiative, Inc.",≤100,1
CooperRose,These ads ran without a disclaimer,≤100,1
Watson CPA Group,These ads ran without a disclaimer,≤100,1
New Energy Economy,"New Energy Economy, 343 E. Alameda St. Santa Fe, NM 87501",≤100,2
The Progressive Caucus of Mid Michigan,The Progressive Caucus of Mid Michigan,≤100,1
Rob Risinger For Clarksville City Council,ROB RISINGER,≤100,1
VA Lifestyle Design,These ads ran without a disclaimer,≤100,13
New Women New Yorkers,New Women New Yorkers,≤100,1
Have You Heard the Good News,James H. Warden Jr,≤100,1
Upper Missouri Watershed Alliance,These ads ran without a disclaimer,≤100,1
Oregon Executive Club,Oregon Executive Club,≤100,3
Kathy Martin for Wayne County,Friends of Kathy Martin,≤100,2
Community Homeless Solutions,Community Homeless Solutions,≤100,1
Kontent Films,Kontent Films,≤100,1
Vito Glazers,Vito Glazers,≤100,2
Texas EMS Academy,Texas EMS Academy,≤100,1
Heather's House America,These ads ran without a disclaimer,≤100,6
Marcus Murphy,"Dr. Marcus A. Murphy, MBA/JD",≤100,2
Southwest Florida Water Management District,Southwest Florida Water Management District,≤100,2
PGE Lawsuit,Mauro Archer and Associates,≤100,1
Replace Junipero Serra with Sally Ride at the US Capitol,People Who Love Astronauts,≤100,3
NYU Skirball,NYU Skirball,≤100,1
Montana Healthcare Foundation,Montana Healthcare Foundation,≤100,1
Western Mass Recovery Learning Community,the Western Mass Recovery Learning Community,≤100,2
Protect Washington State Higher Education,the College Promise Coalition.,≤100,2
UC Foundation,These ads ran without a disclaimer,≤100,1
Sex Workers Outreach Project,These ads ran without a disclaimer,≤100,1
Thinkly.,Thinkly Clothing. This ad was not authorized by any candidate or committee. Thinkly Clothing is solely responsible for all its content.,≤100,9
Treva Hodges,Committee to Elect Treva Hodges,≤100,1
JeffToon,JeffToons,≤100,1
Byrds Blog,Pathaline Byrd,≤100,1
In Defense of Christians- IDC,In Defense of Christians,≤100,1
Hancock County Libertarian Party,Michael Fitch,≤100,2
Our Revolution: San Antonio Area,Sofia Sepulveda,≤100,2
Citizen's Complaints with the Corp of Engineers pracitices and bullying,Uncle Al's Stories,≤100,1
Law Offices of Timothy P. O'Brien,the Law Offices of Timothy P. O'Brien,≤100,1
88motions,kan shen,≤100,4
FootPundit,These ads ran without a disclaimer,≤100,1
MergerWatch,MergerWatch Project of Community Catalyst,≤100,1
The Covering House,The Covering House,≤100,1
LIberty Road,Liberty Road,≤100,1
T'ruah,T'ruah: The Rabbinic Call for Human Rights,≤100,2
Graig Meyer,Committee to Elect Graig Meyer,≤100,2
"The Wellness Project, Inc.",These ads ran without a disclaimer,≤100,1
"Associated Skin Care Specialists, P.A.","Associated Skin Care Specialists, P.A.",≤100,1
Family Planning Action,Family Planning Action,≤100,1
Coalition for Spiritual and Public Leadership,Coalition for Spiritual and Public Leadership (CSPL),≤100,2
Blue Ridge Outdoors Magazine,Blue Ridge Outdoors Magazine,≤100,1
Diverse Eugene,Diverse Eugene,≤100,1
One Ummah Foundation,These ads ran without a disclaimer,≤100,1
This Family Life,These ads ran without a disclaimer,≤100,1
Poet Jay Sizemore,poet Jay Sizemore,≤100,4
Party for Socialism and Liberation - PSL,the Party for Socialism and Liberation,≤100,2
Hospice of Yuma,These ads ran without a disclaimer,≤100,1
Offbeat,These ads ran without a disclaimer,≤100,8
DC Statesman,DC Statesman,≤100,9
Chris Baecker,Chris Baecker,≤100,1
ThoughtFull,"ThoughtFull Enterprises, Inc.",≤100,5
Savory Institute,Savory Institute,≤100,2
Matt Walton,Matt Walton,≤100,1
Prison Connect,These ads ran without a disclaimer,≤100,1
Gene W. James for San Clemente,Gene W James for San Clemente City Council,≤100,1
Scott A. Surovell,Surovell for State Senate,≤100,4
9Round Ann Arbor,These ads ran without a disclaimer,≤100,1
Young Evangelicals for Climate Action,Young Evangelicals for Climate Action,≤100,2
State Matters,State Matters,≤100,1
Urban Corps of San Diego County,These ads ran without a disclaimer,≤100,2
Ferndale Area District Library,Ferndale Area District Library,≤100,1
Coventry CT Republican Town Committee,"Coventry RTC, Robert Chipkin Treasurer",≤100,1
Portland Tub And Tan,These ads ran without a disclaimer,≤100,2
Jim Boyd,Building On Your Dreams Political Committee,≤100,1
Protec Recycling,Protec Recycling,≤100,1
Pax Americana,John Mueller,≤100,2
myparistexas.com,These ads ran without a disclaimer,≤100,1
River Alliance of Wisconsin,River Alliance of Wisconsin,≤100,1
Michael Echols,Michael Echols,≤100,1
Project MORE Foundation,Project MORE Foundation,≤100,2
Gun Violence Solution,Bronco Street LLC,≤100,1
Deputy Sheriffs' Association of Santa Clara County,Deputy Sheriffs' Association of Santa Clara County,≤100,1
"C&D Scrap Metal Recyclers Co., Inc.",These ads ran without a disclaimer,≤100,1
Eco is Sexy,Bliss Bernal,≤100,2
La Voz Bilingual Newspaper,La Voz Bilingual Newspaper,≤100,2
The Bedroom Store,These ads ran without a disclaimer,≤100,1
Rainforest Alliance,the Rainforest Alliance,≤100,6
Movement Voter Project,Movement Voter Project,≤100,1
"Farsight Security, Inc.","Farsight Security, Inc",≤100,1
Vickie Paladino for State Senate,Vickie Paladino for NYC,≤100,1
Support the Residences at Hampshire,The Residences at Hampshire,≤100,2
Dumps for Trump,Political Faux Paw,≤100,1
University of Minnesota School of Public Health,University of Minnesota School of Public Health,≤100,1
"Jess Caswell, Consultant and Strategist",Jess Caswell,≤100,3
Mellona Gold,Mellona Gold,≤100,1
Christopher Rufo for Seattle City Council,Rufo for City Council,≤100,1
Bethany Christian Services,Bethany Christian Services,≤100,3
Heading Home NM,Heading Home NM,≤100,1
National Justice for Our Neighbors,National Justice for Our Neighbors,≤100,1
LuzCollective,Luz Collective,≤100,2
Danny Davis,Orvis,≤100,2
The Stanford Daily,The Stanford Daily,≤100,2
St. Croix County Democrats,St. Croix County Democratic Party,≤100,1
Lafayette County Blue Wave,Lafayette County Blue Wave,≤100,1
From Fire,From Fire,≤100,2
Citizens' Climate Lobby - Boca Raton,Louis Merlin,≤100,2
Vail Veterans Program,These ads ran without a disclaimer,≤100,1
"You Point, We Paint Inc.",These ads ran without a disclaimer,≤100,1
"Race, Racism and the Law",Prof.V.Randall,≤100,12
Springfield Republican Committee,Springfield Republican Committee,≤100,1
New Jersey League of Conservation Voters,New Jersey League of Conservation Voters,≤100,1
The Halfway Post,The Halfway Post,≤100,1
Mississippi House Republican Caucus,Mississippi House Republican Campaign Committee,≤100,1
Eastern Massachusetts Homes & Lifestyles by Matt Winterle,These ads ran without a disclaimer,≤100,2
350 Madison Climate Action Team,350 Madison Inc.,≤100,1
Freedom United,Freedom United,≤100,1
Keystone Research Center,Keystone Research Center,≤100,1
Invest in a Healthier Future,the Invest in a Healthier Future Coalition.,≤100,2
Adam Elia Kidron,These ads ran without a disclaimer,≤100,1
Love Life,These ads ran without a disclaimer,≤100,1
Stillman & Birn,These ads ran without a disclaimer,≤100,2
Britt Raybould for Idaho,Britt Raybould for Idaho,≤100,1
Delegate Stephen E. Heretick,Steve Heretick for Delegate,≤100,1
celebrity4president.com,Celebrity4president,≤100,2
Guadalupe Center,These ads ran without a disclaimer,≤100,2
California Freethought Day,California Freethought Day,≤100,2
Counted,Counted,≤100,4
La Verne Proud,Gary Lawson,≤100,2
Water Walkers,These ads ran without a disclaimer,≤100,1
Councilman Anthony D'Esposito,Citizens for D'Esposito,≤100,1
Reload Freedom,Reload Freedom,≤100,3
Christina Moreira - Putting Kids First,Campaign Fund of Christina Moreira,≤100,1
Rainier Fruit,These ads ran without a disclaimer,≤100,1
Friends of the San Juans,Friends of the San Juans,≤100,1
Hunger Network in Ohio,The Hunger Network in Ohio,≤100,1
Tom Sottek WCS Board Member,Tom Sottek,≤100,1
Prosperity's Front Door - How Homes Build Strong Communities,Prosperity's Front Door,≤100,2
Herman Hiss & Company,Herman Hiss,≤100,1
Munroe Falls City Councilman Mike Barnes,Michael Barnes - Munroe Falls City Council at Large 517 Park Ridge Dr Munroe Falls Ohio 44262,≤100,4
Emmanuel J. Wilder,Friend of Emmanuel Wilder,≤100,2
Alaska Resilience Initiative,Alaska Children's Trust,≤100,2
Marshall Beck,Marshall Beck,≤100,3
Point Of The Mountain Politics,Point of the Mountain Politics,≤100,3
Semper Solaris,These ads ran without a disclaimer,≤100,2
Bonton Farms,Bonton Farms,≤100,1
Green Upward,Green Upward,≤100,1
Make HIM Great,Spiritual Endeavors LLC,≤100,3
Family Assistance Program,These ads ran without a disclaimer,≤100,1
Santa Fe Dreamers Project,Santa Fe Dreamers Project,≤100,1
New Winston Museum,New Winston Museum,≤100,1
TDWHarris,Texas Democratic Women of Harris County Metro,≤100,2
L.A. TACO,L.A. Taco,≤100,6
Save Our Shores,Save Our Shores,≤100,3
Martin City Community Improvement District,Martin City Community Improvement District,≤100,3
Wellness MD LLC,WellnessMD LLC,≤100,1
In Kind Events,In Kind,≤100,3
All Hands On,"All Hands On, a nonprofit organization registered with the IRS as a public charity 46-5485077 incorporated as a not-for-profit corporation in the State of Georgia. All Hands On does not endorse any specific candidate or party. All Hands On does not descriminate. All promotions are done as a public service to the Deaf Community.",≤100,1
L. Everett & Associates,"L. Everett & Associates, environmental scientists and engineers",≤100,1
Cancer Today,The American Association for Cancer Research (AACR),≤100,4
City of Falcon Heights,City of Falcon Heights,≤100,1
"City of Midland, Michigan - Municipal Government",These ads ran without a disclaimer,≤100,2
P22 Mountain Lion of Hollywood,National Wildlife Federation,≤100,1
The Earth Conservation Corps,the Earth Conservation Corps,≤100,1
Graig Meyer - NC House District 50,Committee to Elect Graig Meyer,≤100,2
Ted's Tshirts,"The Dreamers Guild, LLC",≤100,1
Texans For Dade,Pol. Ad. Pd. by Texans for Dade,≤100,2
Hazelden Betty Ford Foundation,Hazelden Betty Ford Foundation,≤100,1
Maurice A. West II,Citizens for Maurice West II,≤100,1
"Brandon Arrington, Osceola County Commissioner","Brandon Arrington, Democrat, Osceola County Commission District 3",≤100,2
The Exchange NLA,"The Ross Lynn Charitable Foundation, Inc.",≤100,1
The Comedy Works,The Make Comedy Great Again Tour,≤100,2
Good Morning Realty,These ads ran without a disclaimer,≤100,1
"Angela Kelly-Wiecek, Chickahominy District Supervisor",Friends of Angela Kelly-Wiecek,≤100,1
Larry R Shockey,Larry R Shockey. Views expressed are those of the author only. Copyright 2018.,≤100,2
The Decline and Fall of America Starring Jim Greenfield,"Marathon Productions, LLC",≤100,1
Women's Chamber of Commerce PBC,Women's Chamber of Commerce PBC,≤100,1
All On Georgia - Bulloch,"AllOnGeorgia, LLC",≤100,1
Taylor for Ward 2,Friends of D'Angelo Taylor,≤100,1
StandUp For Kids National,These ads ran without a disclaimer,≤100,1
Cruthers For Commissioner,Cruthers For Commissioner,≤100,2
"County of Union, New Jersey","the County of Union, New Jersey",≤100,1
E-Z Immigration,Office,≤100,1
Tracy Tree Foundation,These ads ran without a disclaimer,≤100,1
NARAL Pro-Choice Washington,NARAL Pro-Choice Washington,≤100,2
Politicallyincorrecthumor.com,Joe Messerli,≤100,13
"Chris Archer -  Southlake City Council, Place 6",Christopher Archer,≤100,2
JAX Chamber,JAX Chamber,≤100,1
League of Women Voters of Greater Lafayette,League of Women Voters of Greater Lafayette,≤100,1
Jerry McFarland Commissioner 5th District,ColMacfor5th,≤100,1
Stop Wildlife Killing Contests - AZ,Stop Wildlife Killing Contests AZ,≤100,2
The Washington Blade,Washington Blade,≤100,2
Virginia Interfaith Center for Public Policy,Amanda Silcox (VICPP Staff),≤100,7
Elect John Paul Elliott,John Paul Elliott,≤100,1
"Mary Washington for State Senate, 43rd District","People Uniting to Elect Mary Washington, Joseph J.  Palumbo, CPA",≤100,1
"Center for Community Health & Prevention, URMC",Center for Community Health & Prevention,≤100,1
City of Fallon Government,These ads ran without a disclaimer,≤100,1
Sadowski for Chancery Clerk,Friends and Family of Debra Sadowski,≤100,1
Lifestyle Shop For Men,"Williams Dynasty Group, LLC",≤100,1
Otra Mas,Belinda Rankin Kiesecker,≤100,1
Craig Kinsley Insurance,Craig Kinsley Insurance,≤100,2
A Beacon of Hope,These ads ran without a disclaimer,≤100,1
Karen Goh,Karen Goh,≤100,7
Political YinYang,Political Yin Yang,≤100,2
Cuyahoga County Public Library,These ads ran without a disclaimer,≤100,1
Your Life Matters Empowerment Alliance,Your Life Matters Empowerment Alliance,≤100,1
On Target Digital Marketing,These ads ran without a disclaimer,≤100,1
"The Chai Center - Dix Hills, NY Jewish Center",Rabbi Yakov Saacks,≤100,2
Angelika Kausche,Angelika Kausche for Georgia,≤100,1
The Couto Bros.,The Couto Brothers,≤100,2
The Wilson Quarterly,The Wilson Quarterly,≤100,1
Liberty Verses Politics,Liberty Verses Politics,≤100,2
Animal Adoption Center,Animal Adoption Center,≤100,1
Committee to Elect Jesse Lederman,Committee to Elect Jesse Lederman,≤100,1
Mayor Steve Fought,Steve Fought,≤100,1
Metro Recycling,These ads ran without a disclaimer,≤100,1
Vote Frenzy,Vote Frenzy LLC,≤100,1
Tres Chiles Mexican Grill,Tres Chiles Mexican Grill,≤100,1
NYS Department of Corrections Prison Guards Misconduct,These ads ran without a disclaimer,≤100,1
St. Johns Housing Partnership,St. Johns Housing Partnership,≤100,3
Vision Quilt,Vision Quilt,≤100,1
US Israel Education Fund LLC,These ads ran without a disclaimer,≤100,1
Women's Chamber of Commerce of Nevada,These ads ran without a disclaimer,≤100,1
Breathe Easy Insurance Solutions,These ads ran without a disclaimer,≤100,1
Greater Farallones Association,Greater Farallones Association,≤100,1
TraffickingMatters,The Human Trafficking Institute,≤100,1
Save the Bastrop Chimps,Save the Bastrop Chimps,≤100,1
Get MAD with Mad Hildebrandt,Get MAD with Mad Hildebrandt,≤100,1
Drew McKissick,Drew McKissick,≤100,6
Luke Pruitt For Arkansas 77,Elect Luke Pruitt,≤100,1
Internet Freedom for McHenry County,Internet Freedom for McHenry County,≤100,2
Parliament 2050,Parliament 2050,≤100,2
Wear What Suits You,Emily Elliott,≤100,1
Jose Luis Torrez for 14th Ward Alderman,Jose for Change,≤100,2
WhoWhatWhy,WhoWhatWhy,≤100,1
JFA Diesel,These ads ran without a disclaimer,≤100,3
Greenawalds Service Inc 501c3,Greenawalds Service Inc 501c3,≤100,1
ACESWorld,These ads ran without a disclaimer,≤100,1
Dom Pascual - Democratic Committeeman,Dom Pascual,≤100,1
Keith Ingram,Keith Ingram for Arkansas,≤100,2
La Montanita Co-op Food Market,These ads ran without a disclaimer,≤100,1
StandWithUs,StandWithUs,≤100,1
Well Made Tease,Amena White,≤100,1
TABcommunications,"TABcommunications, inc.",≤100,1
Young Bob E,Young Bob E,≤100,1
Selectman Tyler Gibbs,Tyler Gibbs,≤100,2
PERM,Proper Economic Resource Management,≤100,1
SPI Life - South Padre Island Life,SPI Life,≤100,2
Vote Pro Pot,Vote Pro Pot,≤100,1
"Anna Maria Island, FL Vacations",AMI FL Vacations/Germer.,≤100,1
Great Legs Winery Brewery Distillery LLC,Joanne and Jim Granzotto,≤100,1
Indiana/Kentucky/Ohio Regional Council of Carpenters,Indiana Kentucky Ohio Regional Council of Carpenters,≤100,1
Demand to Learn,The American Civil Liberties Union of Arizona,≤100,1
Our Voice Nuestra Voz,Our Voice Nuestra Voz,≤100,1
Wirth4Mequon,Friends of John Wirth,≤100,1
Marbella Houston,These ads ran without a disclaimer,≤100,2
Weston Backcountry,Weston Snowboards,≤100,2
Climb Wyoming,These ads ran without a disclaimer,≤100,1
My Path Wellness,These ads ran without a disclaimer,≤100,1
SmallGood Ltd.,These ads ran without a disclaimer,≤100,1
Councilman Tyler Burrell,"Burrell For Council At-Large, 891 Waterford Drive, Delran, NJ",≤100,2
Equal Rights Advocates,Equal Rights Advocates,≤100,3
Advocartsy,These ads ran without a disclaimer,≤100,1
Hope Inspire Love,Hope Inspire Love,≤100,2
WEConnect International,These ads ran without a disclaimer,≤100,1
Discover Your Forest,Discover Your Forest,≤100,1
The Citadel Foundation,These ads ran without a disclaimer,≤100,1
Brad Boles,Brad Boles 2018,≤100,2
Gear Up For Change,Gear Up For Change,≤100,2
Thenewmovement.org,TheNewMovement,≤100,2
Wisconsin Justice Initiative,Wisconsin Justice Initiative Inc.,≤100,6
Donald Abbott,Donald For Sparks,≤100,3
Elect Mike Reid,Elect Mike Reid,≤100,1
The Medical Pot Guide,"Jim Jensen, owner and founder of The Essential Boomer LLC located in San Mateo, California. Any information as found within our Website or Facebook Group is for general educational and informational purposes only.  You understand that such information is not intended nor otherwise implied to be medical advice.",≤100,1
Seguros de Salud  en Florida para Hispanos,David F Suarez,≤100,1
Mayor George Flaggs Jr.,the City of Vicksburg,≤100,1
Beth's Massage Therapy,These ads ran without a disclaimer,≤100,1
Negritude.,These ads ran without a disclaimer,≤100,2
Concrete Preservation Institute,These ads ran without a disclaimer,≤100,1
Urbanized,Urbanized,≤100,10
Sund + Co,Sund and Company,≤100,4
Derek Armstead Mayor of Linden,Derek Armstead,≤100,2
Family Promise North Shore Boston,Family Promise North Shore Boston,≤100,2
Jeni Dominelli,The Beat of Life,≤100,2
Executive Warren C. Evans,Wayne County,≤100,2
Giving Care,Giving Care,≤100,3
Free Clinic of Simi Valley,Free Clinic of Simi Valley for Peter Foy Tribute Benefiting the Free Clinic of Simi Valley - Non-Political Event,≤100,1
Watts for Congress,Watts for Congress,≤100,1
Experience Matters with Drew Berquist,CRTV LLC,≤100,4
