Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
A Voice for All,A Voice for All,≤100,1
Political Writes,Political Writes,≤100,3
"Solar Energy Solutions, LLC",Solar Energy Solutions LLC,≤100,2
Jackson County Georgia Government,Jackson County Gov.,≤100,1
Astraea Lesbian Foundation for Justice,Astraea Lesbian Foundation for Justice,≤100,1
Barone for Congress,Roger Barone For Congress Principal Campaign Committee,≤100,2
Peachtree Corners,"Peachtree Corners Life to promote interviews, shows and information on our news website and podcast show.",≤100,1
Rep. Steve Marino,Citizens for Steve Marino,≤100,1
Mayor Acquanetta Warren,Citizens and Friends of Acquanetta Warren,≤100,1
Post Hill Press,Post Hill Press,≤100,1
"Jeremy LaCombe for State Representative, Dist. 18",Jeremy LaCombe for State Representative,≤100,1
Justin Haskins,Justin Haskins,≤100,2
"Thomas Jefferson Unitarian Church/Louisville, KY",Thomas Jefferson Unitarian Church,≤100,5
Barrett for Schools,Barrett for Schools,≤100,1
Rock Island Preservation Society (RIPS),Rock Island Preservation Society,≤100,2
Newsmakers with Jerry Roberts,Newsmakers with Jerry Roberts,≤100,2
Minnesota's Hospitals,the Minnesota Hospital Association,≤100,2
MYD | Manhattan Young Democrats,Manhattan Young Democrats,≤100,1
The Reeves Law Group,"The Reeves Law Group of Los Angeles, CA.",≤100,1
Recall Aaron Persky,the Committee to Recall Judge Persky,≤100,1
Sudan Relief Fund,These ads ran without a disclaimer,≤100,3
Waste Management,These ads ran without a disclaimer,≤100,9
Hwy 621 Outdoor Market,These ads ran without a disclaimer,≤100,1
Yessenia Carreon for 10th Ward Alderman,Yess For 10,≤100,2
Nick Sherman for County Commissioner,Nick Sherman for Washington County Commissioner,≤100,1
The Libra Group,Libra Group,≤100,5
The Truth Is In The Tweets,The Truth Is In The Tweets,≤100,3
Reusing Tree,Reusing Tree,≤100,3
The Bull Elephant,The Bull Elephant,≤100,2
Central Chester Co Democrats,Central Chester County Democrats,≤100,1
The Pollinator,the United Church of Christ's Ministry for Environmental Justice,≤100,1
National Wounded Warrior Center,National Wounded Warrior Project a Disabled Sports Eastern Sierra Initiative,≤100,4
Bridging the Color Divide - BCDWP,These ads ran without a disclaimer,≤100,1
Southern California Counseling Center,These ads ran without a disclaimer,≤100,1
Make Michigan Great Again,These ads ran without a disclaimer,≤100,1
"Leadership Lincoln, Inc.",Leadership Lincoln,≤100,1
"The Alternative Programs, Inc.",The Alternative Program,≤100,1
Cover the 318,Coverthe318,≤100,2
Pennsylvania Department of Environmental Protection,Pennsylvania taxpayers,≤100,1
Nevada Policy,"Paid for by the Nevada Policy Research Institute. As a 501(c)(3) nonprofit organization, the Institute does not endorse or oppose political candidates.",≤100,6
Jordan Chilson for Soldotna,Jordan Chilson for Soldotna City Council,≤100,1
FrackFeed,Texans for Natural Gas,≤100,1
Henry County TN  Democrats,Henry County TN Democratic Party,≤100,1
Will Dixon Real Estate,Will Dixon Real Estate,≤100,2
"L&M Fleet Supply - Cloquet, MN",These ads ran without a disclaimer,≤100,1
Blacks in the Bible,James H. Warden Jr.,≤100,1
Center for American Entrepreneurship,the Center For American Entrepreneurship.,≤100,1
Crisp and Associates Military Law,Crisp and Associates Military Law,≤100,1
Principally Uncertain,Principlly Uncertain | Independent research and analysis to edify and entertain!,≤100,1
Scott4DA,Scott for District Attorney,≤100,1
AARP Michigan,AARP Michigan,≤100,2
California Home Upgrades,These ads ran without a disclaimer,≤100,1
Trump National Golf Club Bedminster,These ads ran without a disclaimer,≤100,1
The System Movie,marmera films,≤100,7
Two Party Opera,Brian Carroll,≤100,1
American Humanist Association,American Humanist Association,≤100,2
"Ohio Value Voters, Inc.","Ohio Value Voters, Inc.",≤100,1
Maggie's List,"Maggie's List, a Political Action Committee",≤100,2
NJ Bail Reform - Why New Jersey is LESS SAFE at the Taxpayers Expense,American Bail Coalition,≤100,1
Mat Stein,Matthew Stein,≤100,7
Warsaw community,warsaw community a grass roots citizen movement page,≤100,3
Drinking Liberally Lexington,J. Adams - Liberal Progressive American Citizen,≤100,1
Re-elect Mary Sue Maurer to Calabasas City Council,Reelect Maurer for Council 2018 #14110999,≤100,1
National Council of Jewish Women (NCJW),National Council of Jewish Women,≤100,1
Sound Rivers,Sound Rivers,≤100,2
ACLUOhio,The ACLU of Ohio,≤100,1
Arcane Treasures Antique Store WWII Items And Other Oddities,Arcane Treasures,≤100,6
Shirt Dojo,The Shirt Dojo,≤100,2
Christian Solidarity International - USA,Christian Solidarity International - USA,≤100,1
Pratham USA,These ads ran without a disclaimer,≤100,2
Shanell Williams for District 5 Supervisor,Shanell Williams for District 5 Supervisor 2019 FPPC# 1411660,≤100,2
Curran,Curran,≤100,3
Rock Island County Watchdogs,Rock Island County Watchdogs,≤100,2
Sampson County Republican Party,Paid for by the Sampson County Republican Executive Committee.  Contributions to the Sampson County Republican Executive Committee are not deductible as charitable contributions for federal income tax purposes. All contributions are subject to the limits and prohibitions of the rules set forth by the North Carolina State Board of Elections. State law require,≤100,2
Elect Margaret Staggers 2018,Elect Staggers,≤100,1
IL Secure Choice,These ads ran without a disclaimer,≤100,2
Palmer College of Chiropractic,Palmer College of Chiropractic,≤100,7
Crooked Hillary,James Royster Jr,≤100,1
Todd Jones,Friends of Todd Jones,≤100,1
Dave Stauffer for President,"Stauf Ent., Inc.",≤100,1
SunPower by Stellar Solar,SunPower by Stellar Solar,≤100,2
Green Country Democratic Socialists,Xavier Doolittle,≤100,1
State Representative Theresa Gavarone,Citizens for Gavarone,≤100,1
(Official) South Carolina Libertarian Party,Matthew Hicks,≤100,1
Brazos Press,Brazos Press,≤100,2
Soko,These ads ran without a disclaimer,≤100,17
Graig Meyer,Committee to Elect Graig Meyer,≤100,3
Fresh Energy,These ads ran without a disclaimer,≤100,1
Oklahoma Turnpike Authority,Oklahoma Turnpike Authority,≤100,1
David Carlucci,David Carlucci for New York,≤100,4
"Physicians, Families & Friends For A Better Vermont","Physicians, Families & Friends for a Better Vermont",≤100,1
"Duan Wei-Maynez, CPA - SF Bay",DWM Accountancy Corporation dba Duan Wei-Maynez CPA,≤100,1
Gender Equity and Reconciliation International,Satyana Institute,≤100,1
Working Lunch Short Film,Working Lunch Short Film,≤100,6
Stop the Gross Dam Expansion Coalition - Lead by TEG,donations to the Stop Gross Reservoir Expansion campaign,≤100,1
Eric Garcetti,"Democratic Victory Fund, 777 S. Figueroa Street | Suite 4050 | Los Angeles Ca 90017. Not Authorized By Any Candidate Or Candidate's Committee.",≤100,1
Councilmember Kate Bierman - Norman Ward 1,Kate Bierman for Ward 1,≤100,3
Organ Mountains-Desert Peaks National Monument,Wilderness NOW,≤100,8
Onondaga County Save the Rain,These ads ran without a disclaimer,≤100,1
Fenris Kennels,John Velten,≤100,7
Combined Federal Campaign - Greater New York CFC,the Greater New York CFC,≤100,4
Better Business Bureau | Arkansas,Better Business Bureau serving Arkansas,≤100,2
Florida Voices for Health,Florida Voices for Health,≤100,1
Cliffs Dems,The Committee to Elect Tsabari & Song,≤100,1
Victory Wellness & Medspa,These ads ran without a disclaimer,≤100,1
DC Climate Coalition,Chesapeake Climate Action Network,≤100,3
Southern Education Foundation,Southern Education Foundation,≤100,2
Common Sense Civics and Citizenship,"Candace Donnelly, Common Sense Civics and Citizenship",≤100,2
New Jersey Republican Party,New Jersey Republican State Committee,≤100,2
Rio Grande del Norte Coalition,Wilderness NOW,≤100,2
Old Astoria Neighborhood Association,Old Astoria Neighborhood Association Inc,≤100,3
Plaza West Covina,Starwood Retail Partners,≤100,1
ACLU of Kansas,ACLU of Kansas,≤100,4
Pregnancy Care Center in Clayton County,These ads ran without a disclaimer,≤100,1
Utah Green Energy Savings,Utah Green Energy Savings,≤100,1
Brian J. Casais García,Comite Amigos Brian Casais Garcia,≤100,4
IRC Save Our Shores,Indian River County Save Our Shores,≤100,1
Peace Gospel,Peace Gospel,≤100,5
Women's Media Center Live with Robin Morgan,Women's Media Center Live with Robin Morgan,≤100,1
Tom's Allies,Tom's Allies Non-Profit Organization,≤100,3
The Comedy Works,The Make Comedy Great Again Tour,≤100,2
Delegate Brooke Lierman,"Brooke Lierman for Delegate; Eben Hansel, Treasurer.",≤100,1
Looking Glass,Looking Glass Community Services,≤100,4
Davis Vanguard,"Davis Vanguard, 501c3, EIN 46-3013126",≤100,2
Elizabeth Riley For Democracy,These ads ran without a disclaimer,≤100,1
Rod Furniss State Representative 35b Idaho,Coleen Erickson Treasurer,≤100,1
American Solidarity Party of Connecticut,"The American Solidarity Party of Connecticut which is solely responsible for its content.  Norm Chouinard, Chair",≤100,1
NM Religious Coalition for Reproductive Choice,NM Religious Coalition for Reproductive Choice,≤100,1
Creative Designers,These ads ran without a disclaimer,≤100,1
Good Neighbor Pharmacy - Houston,These ads ran without a disclaimer,≤100,1
IMAC Regeneration Centers of Western Kentucky,These ads ran without a disclaimer,≤100,1
Point Loma Nazarene University,Point Loma Nazarene University,≤100,2
Itrek,itrek,≤100,8
WildCare,WildCare,≤100,1
JoBeth for Ward 6,Friends of JoBeth Hamon 2019,≤100,4
Hebrew News,Hebrew News,≤100,4
Auto Worker Revolt,Auto Worker Revolt,≤100,4
The Official Elyria Democratic Party,Elyria Democratic Central Committee,≤100,2
Alexander Street,"Alexander Street, a ProQuest Company",≤100,2
You're Fired 2020,No Shot Inc.,≤100,2
Help Free Dr York,Concerned Citizens for the Freedom of Dr. York,≤100,2
Purple Heart Homes,"Purple Heart Homes, Inc.",≤100,1
A Dangerous Idea,Paragon Media,≤100,1
Forest Park Conservancy,Forest Park Conservancy,≤100,3
WORLD Channel,These ads ran without a disclaimer,≤100,1
Kalani Total Health Center,Kalani Total Health Center,≤100,1
Capitol Hill Underground,Capitol Hill Underground,≤100,2
Ice Age Trail Alliance,These ads ran without a disclaimer,≤100,1
Earth Supply Company,"Earth Supply Company, LLC",≤100,3
Kobalt Books Entertainment,These ads ran without a disclaimer,≤100,1
Piedmont Land Conservancy,Piedmont Land Conservancy,≤100,3
Patch of Heaven,David Fleeman,≤100,2
Marshfield OnFocus,OnFocus Partners,≤100,4
Jennifer Noto for Livingston County Court Judge,Committee to Elect Jennifer Noto Judge,≤100,3
Washington Roundtable,Washington Roundtable,≤100,1
Jetties Bracelets,Jetties Bracelets,≤100,8
Hempfield Area Democratic Committee,The Hempfield Area Democratic Committee,≤100,1
Florida Keys Democrats,Florida Keys Democrats,≤100,1
Consumer Action,Consumer Action,≤100,1
City of Edinburg-Government,City Of Edinburg,≤100,1
STL City Recycles,the St. Louis-Jefferson Solid Waste Management District and the Missouri Department of Natural Resources,≤100,2
Health In Harmony,Health In Harmony,≤100,1
Metro,Metro,≤100,1
Adam Levin,"Seven Squared Media, LLC",≤100,2
World of Children,World of Children,≤100,1
Pennsylvania Record,The Record,≤100,2
Lisa Calderón for Denver Mayor,Lisa Calderon for Denver Mayor,≤100,5
Santa Monica Mirror,Mirror Media Group,≤100,1
Sadowski for Chancery Clerk,Friends and Family of Debra Sadowski,≤100,1
Texas Charter Schools Association,Texas Charter Schools Association,≤100,22
Free Charles Erickson,#Free Charles Erickson - #Bring Charlie Home!,≤100,4
California Alliance Party,Modern Whig Party of California,≤100,2
Liz Snyder for State House,Snyder for AK House,≤100,1
Steven Rogers,Steven Rogers,≤100,1
Keene Public Library,Keene Public Library,≤100,3
The Red Wave,Redwave XYZ,≤100,1
Humble Area Democrats,Humble Area Democrats,≤100,1
Jaya McSharma,McSharma Productions,≤100,3
soulciti,"griotmedia, LLC",≤100,1
Brentwood News L.A.,Mirror Media Group,≤100,1
Woobies Shoes,These ads ran without a disclaimer,≤100,2
Chris Baecker,Chris Baecker,≤100,3
Flourish PAC,FlourishPAC,≤100,3
Sarah Elfreth for Senate - District 30,"Friends of Sarah Elfreth; Michael G. Miller, Treasurer",≤100,2
Graphic Policy,Graphic Policy,≤100,1
Girl Scouts,These ads ran without a disclaimer,≤100,1
Energy Equality For All,Samantha Silverman Mandelker,≤100,1
Jill Sherman,Jill Sherman for Mayor,≤100,2
Happy Note Publishing,Happy Note Publishing.,≤100,1
Christians In Public Service,Christians in Public Service,≤100,3
Assemblyman Brian Dahle,Assemblyman Brian Dahle,≤100,1
Colorado Carbon Fund,Colorado Carbon Fund,≤100,1
Political Legends,Political Legends,≤100,1
A House United: Rebuilding Respect,A House United: Rebuilding Respect,≤100,2
Mayor Byron W. Brown,Brown for Buffalo,≤100,2
National Secure Storage,National Secure Storage LLC,≤100,1
HRC New England,Human Rights Campaign New England,≤100,2
Financial Hero,These ads ran without a disclaimer,≤100,1
Cullman Electric Cooperative,Cullman Electric Cooperative,≤100,1
Chattanooga Crime Stoppers,Chattanooga CrimeStoppers,≤100,4
Clearing out the Clutter,Clearing out the Clutter.  The views expressed are those of the author only.,≤100,12
Michigan League for Public Policy,Michigan League for Public Policy,≤100,1
Coastal Angels,Jacqueline Winberg,≤100,2
Western Environmental Law Center,Western Environmental Law Center,≤100,1
Ward 6 Alderwoman Kristin DiCenso,Friends of DiCenso,≤100,1
NRS,Northwest River Supplies Inc. (NRS),≤100,1
ACLU of Washington,the ACLU of Washington,≤100,4
Jon Wian for Westmoreland County Recorder of Deeds,Friends of Jon Wian,≤100,1
SSVEC,"Sulphur Springs Valley Electric Cooperative, Inc.",≤100,1
Ashton Clemmons for NC,Ashton Clemmons for NC,≤100,1
Yo Venice,Mirror Media Group,≤100,1
Ray Madrigal - Lemoore City Council,Ray Madrigal for City Council,≤100,1
The Colorado Trust,The Colorado Trust,≤100,2
The Center for Election Science,The Center for Election Science,≤100,1
Judge Joyce V. Kimbler Medina County Common Pleas Courtroom No. 2,James L. Kimbler,≤100,1
Women's March on Washington - Indiana,Planned Parenthood Advocates of Indiana and Kentucky,≤100,1
Marc Falzon,Marc Falzon,≤100,2
Bill Lowry for Cook County Commissioner 3rd District,Friends of Bill Lowry,≤100,1
Arkansas Advocates for Parental Equality,Arkansas Advocates for Parental Equality,≤100,1
Hon John A. Torbett,Friends to Elect John Torbett,≤100,1
Business Leaders for Michigan,Business Leaders for Michigan,≤100,3
Nicole Hickman James,Nicole Hickman James,≤100,1
Mobile Magnet Electronics,Mobile Magnet Electronics LLC,≤100,2
Chester Citizens for Ethical Government,Chester Citizens for Ethical Government Members,≤100,2
New Urban Forestry,New Urban Forestry,≤100,2
Donald Trump Is Our President,Power To The Publisher LLC,≤100,5
Donald Trump Is My President,Pigeon Media USA,≤100,1
The Political Fire,Nicole James,≤100,1
Assemblyman Tom Lackey,Assemblyman Tom Lackey,≤100,2
Keyboard Galleria Music Center,These ads ran without a disclaimer,≤100,1
First Church Berkeley,"First Church Berkeley, UCC",≤100,1
Drumpfo,CitizenFourMillion LLC,≤100,3
Jerry Taylor,The Niskanen Center,≤100,1
Wesley Garcia - Seguros FL,Wesley Garcia,≤100,2
Elated Sunshine Early Learning Center,These ads ran without a disclaimer,≤100,1
Educators for Excellence,Educators for Excellence,≤100,1
Peoria IL DSA,Peoria DSA,≤100,2
Reality Bites,"Reality Bites Org, North Caorlina",≤100,2
DEKALB Asgrow Seed,DEKALB Asgrow Seed,≤100,2
Flo Jangles,These ads ran without a disclaimer,≤100,1
Brooklyn Law School,Brooklyn Law School,≤100,2
Sonia in City Council,Sonia Gutierrez Campaign Account,≤100,1
Citizens Corner,Caleb Davis,≤100,1
Sharon Yerby,Sharon Yerby,≤100,4
Kansas News Service,Kansas News Service,≤100,1
Sweethaven Gallery,Greg Nikas Photography,≤100,1
Pay Our Interns,Pay Our Interns,≤100,1
Save the Bastrop Chimps,Save the Bastrop Chimps,≤100,1
"Farrell Fritz, P.C.",Farrell Fritz,≤100,1
AYoTee Tshirts,Seattle Web Works,≤100,2
Uprise RI,"Steve Ahlquist, writer/editor of UpriseRI",≤100,2
Seattle Arts & Lectures,Seattle Arts & Lectures,≤100,3
The Resolution to End Homelessness,Kyle Bergquist and The Resolution to End Homelessness,≤100,1
Hood River Parks,Jim Klaas,≤100,1
FL Parent Network,Florida Parent Network,≤100,2
Raye Zaragoza,Raye Zaragoza,≤100,1
Rebel Yankeez,Mighty Sons incorporated,≤100,1
Friends of Animals,Friends of Animals,≤100,1
East Lansing Firefighters Local 1609,YES for Safety,≤100,1
LGBTQ Victory Institute,LGBTQ Victory Institute,≤100,1
Senator Justin Chenette,Justin Chenette,≤100,1
Medical Advocacy & Outreach,"Medical Advocacy & Outreach (MAO). Questions? Contact Thomas Stephens, MAO Media Relations.",≤100,1
Pub Theology: San Antonio,Gavin Rogers and Pub Theology Interfaith Group,≤100,1
Madison/St. Clair Record,The Record,≤100,1
"Russ Edwards, Ward 3 Alderman",Russ Edwards for Alderman,≤100,1
Voice of Democracy,Ron Snyder,≤100,1
Phil Ting,Assemblymember Phil Ting,≤100,1
Ron Molinaro for Mayor of Zion Illinois,Friends of Ron Molinaro,≤100,1
Riders Alliance,"Riders Alliance, a grassroots organization of bus and subway riders fighting for better public transit.",≤100,1
Windsor Manor in Shenandoah,These ads ran without a disclaimer,≤100,1
The Holdsworth Center,The Holdsworth Center,≤100,1
Neighborhood Businesses for Economic Equity,Neighborhood Businesses for Economic Equality,≤100,1
Matt Wardell,Matt Wardell,≤100,1
Angry Buckeyes,Angry Buckeyes,≤100,3
Leadership Always With Jerry Maston,Zac Darr,≤100,1
Pursuit Glacier Park Collection,These ads ran without a disclaimer,≤100,2
The Stanford Review,The Stanford Review,≤100,1
Pennsylvania Moratorium Coalition,Pennsylvanians for Alternatives to the Death Penalty,≤100,1
Family Action Council of Tennessee,Family Action Council of TN,≤100,1
David Sabados for Denver City Council District 1,David Sabados for Denver City Council District 1,≤100,1
Latet- Israeli Humanitarian Aid,Latet,≤100,5
jlindsay,me,≤100,1
Karen Johnson Register of Deeds Nashville Davidson County,Karen Johnson Register of Deeds,≤100,4
Christopher Rodriguez Oceanside City Councilman Elect District 2,Rodriguez for Oceanside City Council 2018 FPPC # 1405642,≤100,1
Delegate Chris Head,Elect Chris Head,≤100,1
Family Policy Alliance of Georgia,Family Policy Alliance of Georgia,≤100,1
Nyaka AIDS Orphans Project,Nyaka AIDS Orphans Project,≤100,3
SPAC Southern Political Advocacy Committee,Friends of SPAC,≤100,1
KEEP Alaska Competitive,KEEP Alaska Competitive,≤100,1
"Rauch, Inc.","Rauch, Inc.",≤100,1
Sargent Shriver Peace Institute,Sargent Shriver Peace Institute,≤100,2
Peoples Gas,Peoples Gas,≤100,2
US Tech Workers,Progressives For Immigration Reform,≤100,2
Emerge Alabama,Emerge Alabama: PO Box 10126 Irondale AL 35210,≤100,1
Lexy Politicallyryt,Lexy,≤100,2
"Once Upon A Child - Sagamore Hills, OH",These ads ran without a disclaimer,≤100,1
Thank You For Your Service,Jeff Presley,≤100,1
A Place For Women In Waipio,Supporters of A Place For Women in Waipio,≤100,2
Parkland Talk,Talk Media,≤100,1
Garment Worker Center,Garment Worker Center,≤100,1
William Woods University,William Woods University,≤100,2
Rep. Jonathon Hill,Jonathon Hill for SC House District 8,≤100,1
Center For Progressive Urban Politics,Progressives For Immigration Reform,≤100,1
Westside L.A. Today,Mirror Media Group,≤100,1
Save the Lower Snake River Dams,Save the Lower Snake River Dams,≤100,3
Northeast Knee & Joint Institute,Northeast Knee & Joint Institute,≤100,1
Brasileiras Solt. & Friends,These ads ran without a disclaimer,≤100,1
Illini Public Affairs Committee - IlliniPAC,IlliniPAC,≤100,2
Alaska Afterschool Network,Alaska Children's Trust,≤100,2
United Way TJA,United Way Thomas Jefferson Area,≤100,1
familydoctor.org,familydoctor,≤100,2
Sandy and Richard Riccardi,Sandy and Richard Riccardi,≤100,1
Councilwoman Monica Rodriguez,Councilwoman Monica Rodriguez,≤100,1
SchoolHouse Connection,SchoolHouse Connection,≤100,1
Protect Englewood Cliffs,Protect Englewood Cliffs Community,≤100,1
KFAI's MinneCulture,KFAI's MinneCulture,≤100,1
Councilman Manny Pelaez,Manny Pelaez,≤100,2
Tameka Gaines Holly for City Council District 8,Tameka Gaines Holly for City Council District 8,≤100,1
Robert Bank,American Jewish World Service,≤100,1
HubSpot,These ads ran without a disclaimer,≤100,2
Together New Orleans,Together New Orleans,≤100,1
Sandy Perkins,Committee to Elect Sandy Perkins Auditor,≤100,3
Ryan Hampton,Ryan Hampton,≤100,2
Alabama Arise,Alabama Arise,≤100,1
Animals,These ads ran without a disclaimer,≤100,2
Cambria Regional Chamber,Cambria Regional Chamber,≤100,1
Southold Town Democrats,The Southold Town Democratic Committee,≤100,2
Marchesa Schroeder,Marlaina Spivey,≤100,1
Rep. Jared Solomon,PA House Democratic Caucus,≤100,1
Shop Blue,Shop Blue,≤100,1
AARP Georgia,AARP Georgia,≤100,1
PAA East,PA Apartment Assoc. East,≤100,1
All Hands On,"All Hands On, a nonprofit organization registered with the IRS as a public charity 46-5485077 incorporated as a not-for-profit corporation in the State of Georgia. All Hands On does not endorse any specific candidate or party. All Hands On does not descriminate. All promotions are done as a public service to the Deaf Community.",≤100,2
Documentary Showcase,Church of Scientology International,≤100,1
Travis County Republican Party,Travis County Republican Party,≤100,2
Eisenhower Center,Eisenhower Center,≤100,1
Kentucky Farm Bureau,Kentucky Farm Bureau Federation,≤100,1
Oklahoma Association of REALTORS®,Oklahoma Association of REALTORS®,≤100,1
Baker Precision Planter Works,Baker Precision Planter Works,≤100,1
Alabama Policy Institute,The Alabama Policy Institute,≤100,2
Wake Up With Steve Hood,Steve Hood,≤100,1
Ashburn Life,Ashburn Life,≤100,2
Putnam County Young Democrats,Putnam County Young Democrats,≤100,1
ChangeRoots,ChangeRoots,≤100,1
Secure Medicare Solutions,Secure Medicare Solutions,≤100,2
PACE Center for Gonzales,PACE Group of Gonzales,≤100,1
100 Percent Campaign,100 Percent Campaign,≤100,1
CODAC Behavioral Healthcare,CODAC Behavioral Healthcare,≤100,2
David Ermold for County Clerk,David Ermold,≤100,2
Education for Refugee Sisters,Brianna Westcott,≤100,8
Northern State University,Northern State University,≤100,1
Legislator Steve Rhoads,Funded through private funds by Steve Rhoads,≤100,1
Coronado Homes & Lifestyle,Coronado Homes & Lifestyle - Alan Kinzel Realty Group,≤100,2
CAUSEBOX,These ads ran without a disclaimer,≤100,1
FIFTH and HOME,FIFTH and HOME,≤100,1
Laura Capps for School Board,Laura Capps for School Board,≤100,1
Personal Symmetrics,Personal Symmetrics,≤100,1
Jim Moustis Will County Board Speaker,Friends of County Board Chariman Jim Moustis,≤100,1
Commissioner Chris Hanks,Christopher Hanks,≤100,2
Connecticut Explored,Connecticut Explored,≤100,1
Yellowstone Forever,These ads ran without a disclaimer,≤100,1
Hot Head Candles,Will Markusen,≤100,2
Pro-Life Utah,Pro-Life Utah,≤100,1
Paul Collins for 9th Ward Aldermen,Friends of Paul Collins,≤100,2
Montana Food Bank Network,Montana Food Bank Network,≤100,6
Treasurer Michael Frerichs,Illinois State Treasurer's Office,≤100,12
TDD,These ads ran without a disclaimer,≤100,2
Amara Enyia For Mayor,Friends of Amara Enyia,≤100,1
No Gonzales Hotel Sales Tax,Ascension Lodging,≤100,2
Fair Districts PA - Butler County,Fair Districts PA,≤100,1
Decatur-Morgan County Chamber of Commerce,The Decatur-Morgan County Chamber of Commerce,≤100,3
Kobak for Council,Kobak for Council,≤100,3
Equality Arkansas PAC,Equality Arkansas,≤100,3
Vietnam Veterans of America MKT,a CSU Northridge student,≤100,3
Americans for Prosperity - Pennsylvania,Americans for Prosperity,≤100,1
SOAR Hydropower,Canyon Hydro,≤100,1
Friends of Big Ivy,Friends of Big Ivy,≤100,1
Peteaz,These ads ran without a disclaimer,≤100,13
Aeta Tribe Foundation,Fernando Punla Briosos,≤100,3
East Wind ezine,Eddie Wong for East Wind ezine,≤100,1
Greg Steube,Greg Steube Congressional Committee,≤100,1
Sheriff Kevin McLaughlin,"McLaughlin for Sheriff, P.O. Box 625, Burlington, VT 05402. Erin Kranichfeld, Treasurer",≤100,1
Bayou Blue Democrats,Bayou Blue Democrats PAC,≤100,1
Michael Bennet,Bennet for Colorado,≤100,6
Native Plant Conservation Campaign,Native Plant Conservation Campaign,≤100,2
Alachua County,Alachua County,≤100,1
This Farm CARES,Florida Farm Bureau Federation,≤100,1
NAIS -- National Association of Independent Schools,National Association of Independent Schools,≤100,1
Byron Sigcho Lopez for 25th Ward Alderman,Friends of Byron Sigcho Lopez,≤100,1
Montgomery County Libertarian Committee,Montgomery County Libertarian Committee,≤100,1
The Fight Magazine,The Fight Magazine,≤100,3
Let's Grow Kids,Let's Grow Kids,≤100,1
Citizens Count,Citizens Count,≤100,2
"Christian Horvath, Redondo Beach City Council, District 3",Christian Anthony Horvath for Redondo Beach City Council 2015  ID #1373372,≤100,1
FreedomProject,FreedomProject,≤100,2
Socialist Alternative MN,Socialist Alternative,≤100,1
Pronto Insurance,These ads ran without a disclaimer,≤100,2
Bill Holt's Dreamies,Bill Holt's Dreamies®,≤100,2
The Trump Survival Guide,Gene Stone,≤100,1
Faith & Freedom Coalition of Georgia,The Faith and Freedom Coalition of Georgia,≤100,1
Concerned Citizen,Concerned Citizen,≤100,2
Assemblyman Jim Patterson,Jim Patterson,≤100,1
Vote Terry Rogers,Vote Terry Rogers,≤100,2
Mossy Oak GameKeepers,These ads ran without a disclaimer,≤100,1
"Alderman Matt Fitterer, Spring Hill - TN",Matt Fitterer for Alderman,≤100,1
Simpatico Studios,Simpatico Studios,≤100,4
The Des Moines Chapter of the Izaak Walton League,Bud Hartley,≤100,2
Education NC,EducationNC,≤100,1
Council of School Supervisors & Administrators,Council of School Supervisors and Administrators,≤100,1
Moderate Party .net,Pete Burkindine,≤100,1
Sparkvites,These ads ran without a disclaimer,≤100,1
MHAction.org,MHAction,≤100,5
Chesapeake Behind the Scenes with David Schleeper,Chesapeake Behind the Scenes with David Schleeper,≤100,1
Yamhill County Awareness,Yamhill County Awareness,≤100,1
Major Williams For Mayor Of Pasadena,Major For Mayor,≤100,2
EnVolve,enVolve,≤100,1
Bebatonrouge Media,beBATONROUGE Media,≤100,3
Richmond IWW,the Richmond IWW,≤100,1
Texas Young Professional Democrats,antron johnson,≤100,2
Texas Disposal Systems,Texas Disposal Systems,≤100,1
Gathering Together,Gathering Together,≤100,3
Environmental Integrity Project,The Environmental Integrity Project,≤100,1
Project Bread,Project Bread,≤100,3
Living on One,Living on One,≤100,2
Buffalo Iron Works,Buffalo Iron Works,≤100,4
Fix the Charter,Fix the Charter,≤100,7
The Great Courses,The Great Courses,≤100,1
National Write Your Congressman,National Write Your Congressman,≤100,2
Oscar Wilde Tours,Oscar Wilde Tours,≤100,1
Nami Thompson,These ads ran without a disclaimer,≤100,1
Ryan Ray for Texas House District 96,The Ryan Ray Campaign,≤100,1
Robinson Toyota,Robinson Toyota,≤100,2
P.S. 150 Tribeca,Buxton Midyette,≤100,1
Messiah Lutheran Church,Messiah Lutheran Church,≤100,3
Barron County Republican Party,Barron County Republican Party,≤100,2
Colorado Religious Coalition for Reproductive Choice,Keep Abortion Safe,≤100,2
International Crane Foundation,International Crane Foundation,≤100,5
Association of Flight Attendants-CWA (AFA),"Association of Flight Attendants-CWA, AFL-CIO",≤100,1
"Walker, Billingsley & Bair","Walker, Billingsley & Bair",≤100,2
Great Transition Initiative,the Great Transitiion Initiative,≤100,1
Dave Walcher,David Walcher,≤100,1
Friends of Barrett F. Pedersen,Friends of Barrett F Pedersen,≤100,4
Concord Township Council Member Joshua Twersky,Joshua Twersky,≤100,2
Karen Goh,Karen Goh,≤100,9
Twenty-two Twenty-eight,Twenty-two Twenty-eight,≤100,2
Colorado Fiscal Institute,Colorado Fiscal Institute,≤100,1
Don't Slack,Next Level Digital,≤100,5
Piedmont Environmental Council,The Piedmont Environmental Council,≤100,3
"Mayor George Flaggs, Jr.",the City of Vicksburg,≤100,2
Jason E Whiting,Jason E Whiting,≤100,1
The King's Necktie,The King's Necktie,≤100,1
